time_s,request_Nm,actual_Nm,error_Nm,rod_mm,rod_mm_age_s,apply,apply_age_s,internal_state,internal_state_age_s,DI_vehicleSpeed,DI_vehicleSpeed_age_s,DI_accelPedalPos,DI_accelPedalPos_age_s,VCLEFT_brakeSwitchPressed,VCLEFT_brakeSwitchPressed_age_s,DI_elecPower,DI_elecPower_age_s,derived_packPower_kW,derived_packPower_kW_age_s,DI_gear,DI_gear_age_s
2.0642,0.0,0.0,0.0,-0.015625,0.0263,BRAKES_NOT_APPLIED,0.0263,NO_MODE_ACTIVE,0.0263,0.0,0.0005,0.0,0.001,0.0,0.0322,0.0,0.0008,0.4168080000000001,0.0027,P,0.001
2.164,0.0,0.0,0.0,-0.015625,0.0071,BRAKES_NOT_APPLIED,0.0071,NO_MODE_ACTIVE,0.0071,0.0,0.0003,0.0,0.0008,0.0,0.032,0.0,0.0006,0.416544,0.0024,P,0.0008
2.2641,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0004,0.0,0.0009,0.0,0.0321,0.0,0.0007,0.4166760000000001,0.0026,P,0.0009
2.364,0.0,0.0,0.0,-0.015625,0.0071,BRAKES_NOT_APPLIED,0.0071,NO_MODE_ACTIVE,0.0071,0.0,0.0003,0.0,0.0008,0.0,0.032,0.0,0.0006,0.4168080000000001,0.0024,P,0.0008
2.464,0.0,0.0,0.0,-0.015625,0.0261,BRAKES_NOT_APPLIED,0.0261,NO_MODE_ACTIVE,0.0261,0.0,0.0004,0.0,0.0008,0.0,0.0319,0.0,0.0006,0.41670000000000007,0.0022,P,0.0008
2.5639,0.0,0.0,0.0,-0.015625,0.0062,BRAKES_NOT_APPLIED,0.0062,NO_MODE_ACTIVE,0.0062,0.0,0.0002,0.0,0.0007,0.0,0.0319,0.0,0.0005,0.4167360000000001,0.0022,P,0.0007
2.6639,0.0,0.0,0.0,-0.015625,0.0264,BRAKES_NOT_APPLIED,0.0264,NO_MODE_ACTIVE,0.0264,0.0,0.0003,0.0,0.0007,0.0,0.0319,0.0,0.0005,0.38183200000000006,0.0022,P,0.0007
2.7641,0.0,0.0,0.0,-0.015625,0.0067,BRAKES_NOT_APPLIED,0.0067,NO_MODE_ACTIVE,0.0067,0.0,0.0005,0.0,0.001,0.0,0.0321,0.0,0.0007,0.41678400000000004,0.0025,P,0.001
2.8639,0.0,0.0,0.0,-0.015625,0.0248,BRAKES_NOT_APPLIED,0.0248,NO_MODE_ACTIVE,0.0248,0.0,0.0003,0.0,0.0008,0.0,0.0319,0.0,0.0005,0.41661600000000004,0.0024,P,0.0008
2.9639,0.0,0.0,0.0,-0.015625,0.0066,BRAKES_NOT_APPLIED,0.0066,NO_MODE_ACTIVE,0.0066,0.0,0.0003,0.0,0.0008,0.0,0.0319,0.0,0.0005,0.4166640000000001,0.0022,P,0.0008
3.0641,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0003,0.0,0.001,0.0,0.0321,0.0,0.0007,0.41661600000000004,0.0026,P,0.001
3.1641,0.0,0.0,0.0,-0.015625,0.0068,BRAKES_NOT_APPLIED,0.0068,NO_MODE_ACTIVE,0.0068,0.0,0.0005,0.0,0.001,0.0,0.0321,0.0,0.0007,0.41668800000000006,0.0024,P,0.001
3.2639,0.0,0.0,0.0,-0.015625,0.0259,BRAKES_NOT_APPLIED,0.0259,NO_MODE_ACTIVE,0.0259,0.0,0.0003,0.0,0.0008,0.0,0.0319,0.0,0.0005,0.41670000000000007,0.0024,P,0.0008
3.3639,0.0,0.0,0.0,-0.015625,0.0069,BRAKES_NOT_APPLIED,0.0069,NO_MODE_ACTIVE,0.0069,0.0,0.0003,0.0,0.0008,0.0,0.0319,0.0,0.0005,0.416712,0.0023,P,0.0008
3.4639,0.0,0.0,0.0,-0.015625,0.0266,BRAKES_NOT_APPLIED,0.0266,NO_MODE_ACTIVE,0.0266,0.0,0.0003,0.0,0.0008,0.0,0.0318,0.0,0.0005,0.4167600000000001,0.0022,P,0.0008
3.5639,0.0,0.0,0.0,-0.015625,0.0061,BRAKES_NOT_APPLIED,0.0061,NO_MODE_ACTIVE,0.0061,0.0,0.0003,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.4167360000000001,0.0022,P,0.0008
3.6639,0.0,0.0,0.0,-0.015625,0.0261,BRAKES_NOT_APPLIED,0.0261,NO_MODE_ACTIVE,0.0261,0.0,0.0003,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.41661600000000004,0.0023,P,0.0008
3.7639,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.416712,0.0022,P,0.0008
3.8639,0.0,0.0,0.0,-0.015625,0.0265,BRAKES_NOT_APPLIED,0.0265,NO_MODE_ACTIVE,0.0265,0.0,0.0003,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.416544,0.0023,P,0.0008
3.9639,0.0,0.0,0.0,-0.015625,0.0068,BRAKES_NOT_APPLIED,0.0068,NO_MODE_ACTIVE,0.0068,0.0,0.0004,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.41664000000000007,0.0022,P,0.0008
4.0638,0.0,0.0,0.0,-0.015625,0.026,BRAKES_NOT_APPLIED,0.026,NO_MODE_ACTIVE,0.026,0.0,0.0003,0.0,0.0007,0.0,0.0317,0.0,0.0005,0.41640000000000005,0.0022,P,0.0007
4.1638,0.0,0.0,0.0,-0.015625,0.0067,BRAKES_NOT_APPLIED,0.0067,NO_MODE_ACTIVE,0.0067,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.381898,0.0021,P,0.0008
4.2639,0.0,0.0,0.0,-0.015625,0.0259,BRAKES_NOT_APPLIED,0.0259,NO_MODE_ACTIVE,0.0259,0.0,0.0004,0.0,0.0009,0.0,0.0318,0.0,0.0006,0.4167360000000001,0.0023,P,0.0009
4.3638,0.0,0.0,0.0,-0.015625,0.0035,BRAKES_NOT_APPLIED,0.0035,NO_MODE_ACTIVE,0.0035,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.45123,0.002,P,0.0008
4.4639,0.0,0.0,0.0,-0.015625,0.0261,BRAKES_NOT_APPLIED,0.0261,NO_MODE_ACTIVE,0.0261,0.0,0.0004,0.0,0.0008,0.0,0.0318,0.0,0.0006,0.41668800000000006,0.0022,P,0.0008
4.5638,0.0,0.0,0.0,-0.015625,0.0062,BRAKES_NOT_APPLIED,0.0062,NO_MODE_ACTIVE,0.0062,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.41664000000000007,0.0021,P,0.0008
4.6638,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.41641200000000006,0.0022,P,0.0008
4.7638,0.0,0.0,0.0,-0.015625,0.0064,BRAKES_NOT_APPLIED,0.0064,NO_MODE_ACTIVE,0.0064,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.38170000000000004,0.002,P,0.0008
4.8638,0.0,0.0,0.0,-0.015625,0.0256,BRAKES_NOT_APPLIED,0.0256,NO_MODE_ACTIVE,0.0256,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.4165200000000001,0.0022,P,0.0008
4.9638,0.0,0.0,0.0,-0.015625,0.0037,BRAKES_NOT_APPLIED,0.0037,NO_MODE_ACTIVE,0.0037,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.4165080000000001,0.002,P,0.0008
5.0638,0.0,0.0,0.0,-0.015625,0.0259,BRAKES_NOT_APPLIED,0.0259,NO_MODE_ACTIVE,0.0259,0.0,0.0003,0.0,0.0008,0.0,0.0317,0.0,0.0005,0.4163760000000001,0.0022,P,0.0008
5.1638,0.0,0.0,0.0,-0.015625,0.0067,BRAKES_NOT_APPLIED,0.0067,NO_MODE_ACTIVE,0.0067,0.0,0.0003,0.0,0.0008,0.0,0.0316,0.0,0.0006,0.41649600000000003,0.002,P,0.0008
5.2638,0.0,0.0,0.0,-0.015625,0.0283,BRAKES_NOT_APPLIED,0.0283,NO_MODE_ACTIVE,0.0283,0.0,0.0003,0.0,0.0008,0.0,0.0314,0.0,0.0006,0.416712,0.0022,P,0.0008
5.3638,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.0008,0.0,0.0316,0.0,0.0006,0.41662800000000005,0.0021,P,0.0008
5.4639,0.0,0.0,0.0,-0.015625,0.0298,BRAKES_NOT_APPLIED,0.0298,NO_MODE_ACTIVE,0.0298,0.0,0.0002,0.0,0.0007,0.0,0.0317,0.0,0.0005,0.416652,0.0022,P,0.0007
5.5637,0.0,0.0,0.0,-0.015625,0.0062,BRAKES_NOT_APPLIED,0.0062,NO_MODE_ACTIVE,0.0062,0.0,0.0003,0.0,0.0007,0.0,0.0315,0.0,0.0005,0.4166040000000001,0.0019,P,0.0007
5.6637,0.0,0.0,0.0,-0.015625,0.028,BRAKES_NOT_APPLIED,0.028,NO_MODE_ACTIVE,0.028,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.4168080000000001,0.0021,P,0.0008
5.7637,0.0,0.0,0.0,-0.015625,0.0065,BRAKES_NOT_APPLIED,0.0065,NO_MODE_ACTIVE,0.0065,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.45136000000000004,0.0019,P,0.0008
5.8638,0.0,0.0,0.0,-0.015625,0.0281,BRAKES_NOT_APPLIED,0.0281,NO_MODE_ACTIVE,0.0281,0.0,0.0004,0.0,0.0008,0.0,0.0316,0.0,0.0006,0.4166640000000001,0.0022,P,0.0008
5.9637,0.0,0.0,0.0,-0.015625,0.0065,BRAKES_NOT_APPLIED,0.0065,NO_MODE_ACTIVE,0.0065,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.45146400000000003,0.0019,P,0.0008
6.0637,0.0,0.0,0.0,-0.015625,0.0255,BRAKES_NOT_APPLIED,0.0255,NO_MODE_ACTIVE,0.0255,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.45128199999999996,0.0021,P,0.0008
6.1637,0.0,0.0,0.0,-0.015625,0.006,BRAKES_NOT_APPLIED,0.006,NO_MODE_ACTIVE,0.006,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.48609399999999997,0.002,P,0.0008
6.2637,0.0,0.0,0.0,-0.015625,0.026,BRAKES_NOT_APPLIED,0.026,NO_MODE_ACTIVE,0.026,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.451321,0.0021,P,0.0008
6.3639,0.0,0.0,0.0,-0.015625,0.0066,BRAKES_NOT_APPLIED,0.0066,NO_MODE_ACTIVE,0.0066,0.0,0.0005,0.0,0.001,0.0,0.0317,0.0,0.0007,0.451425,0.0022,P,0.001
6.4637,0.0,0.0,0.0,-0.015625,0.0284,BRAKES_NOT_APPLIED,0.0284,NO_MODE_ACTIVE,0.0284,0.0,0.0003,0.0,0.0007,0.0,0.0315,0.0,0.0005,0.45139900000000005,0.0021,P,0.0007
6.5638,0.0,0.0,0.0,-0.015625,0.0036,BRAKES_NOT_APPLIED,0.0036,NO_MODE_ACTIVE,0.0036,0.0,0.0003,0.0,0.0008,0.0,0.0315,0.0,0.0005,0.45146400000000003,0.0021,P,0.0008
6.6637,0.0,0.0,0.0,-0.015625,0.0255,BRAKES_NOT_APPLIED,0.0255,NO_MODE_ACTIVE,0.0255,0.0,0.0003,0.0,0.0008,0.0,0.0314,0.0,0.0006,0.45134700000000005,0.002,P,0.0008
6.7639,0.0,0.0,0.0,-0.015625,0.0034,BRAKES_NOT_APPLIED,0.0034,NO_MODE_ACTIVE,0.0034,0.0,0.0005,0.0,0.001,0.0,0.0316,0.0,0.0007,0.48612200000000005,0.0022,P,0.001
6.8637,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0003,0.0,0.0008,0.0,0.0314,0.0,0.0006,0.45139900000000005,0.0021,P,0.0008
6.9639,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.001,0.0,0.0316,0.0,0.0005,0.451477,0.0022,P,0.001
7.0637,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0004,0.0,0.0008,0.0,0.0314,0.0,0.0006,0.48615,0.0021,P,0.0008
7.1637,0.0,0.0,0.0,-0.015625,0.0064,BRAKES_NOT_APPLIED,0.0064,NO_MODE_ACTIVE,0.0064,0.0,0.0003,0.0,0.0008,0.0,0.0314,0.0,0.0006,0.451178,0.002,P,0.0008
7.2636,0.0,0.0,0.0,-0.015625,0.0256,BRAKES_NOT_APPLIED,0.0256,NO_MODE_ACTIVE,0.0256,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.451321,0.002,P,0.0008
7.3636,0.0,0.0,0.0,-0.015625,0.009,BRAKES_NOT_APPLIED,0.009,NO_MODE_ACTIVE,0.009,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.41656800000000005,0.0018,P,0.0008
7.4636,0.0,0.0,0.0,-0.015625,0.0291,BRAKES_NOT_APPLIED,0.0291,NO_MODE_ACTIVE,0.0291,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.45151600000000003,0.002,P,0.0008
7.5636,0.0,0.0,0.0,-0.015625,0.0066,BRAKES_NOT_APPLIED,0.0066,NO_MODE_ACTIVE,0.0066,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.45141200000000004,0.0018,P,0.0008
7.6638,0.0,0.0,0.0,-0.015625,0.0284,BRAKES_NOT_APPLIED,0.0284,NO_MODE_ACTIVE,0.0284,0.0,0.0003,0.0,0.0007,0.0,0.0315,0.0,0.0005,0.45150300000000004,0.0021,P,0.0007
7.7636,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.45124300000000006,0.0019,P,0.0008
7.8636,0.0,0.0,0.0,-0.015625,0.0279,BRAKES_NOT_APPLIED,0.0279,NO_MODE_ACTIVE,0.0279,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.451477,0.002,P,0.0008
7.9636,0.0,0.0,0.0,-0.015625,0.0065,BRAKES_NOT_APPLIED,0.0065,NO_MODE_ACTIVE,0.0065,0.0,0.0003,0.0,0.0008,0.0,0.0312,0.0,0.0005,0.45139900000000005,0.0018,P,0.0008
8.0636,0.0,0.0,0.0,-0.015625,0.026,BRAKES_NOT_APPLIED,0.026,NO_MODE_ACTIVE,0.026,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.45149,0.002,P,0.0008
8.1636,0.0,0.0,0.0,-0.015625,0.0065,BRAKES_NOT_APPLIED,0.0065,NO_MODE_ACTIVE,0.0065,0.0,0.0003,0.0,0.0008,0.0,0.0312,0.0,0.0006,0.45151600000000003,0.0019,P,0.0008
8.2636,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0003,0.0,0.0007,0.0,0.0312,0.0,0.0005,0.45141200000000004,0.002,P,0.0007
8.3636,0.0,0.0,0.0,-0.015625,0.0059,BRAKES_NOT_APPLIED,0.0059,NO_MODE_ACTIVE,0.0059,0.0,0.0003,0.0,0.0008,0.0,0.0312,0.0,0.0006,0.451425,0.0018,P,0.0008
8.4636,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0003,0.0,0.0007,0.0,0.0312,0.0,0.0005,0.451451,0.0017,P,0.0007
8.5637,0.0,0.0,0.0,-0.015625,0.006,BRAKES_NOT_APPLIED,0.006,NO_MODE_ACTIVE,0.006,0.0,0.0002,0.0,0.0007,0.0,0.0308,0.0,0.0005,0.45134700000000005,0.002,P,0.0007
8.6636,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0003,0.0,0.0007,0.0,0.0311,0.0,0.0005,0.48616400000000004,0.0019,P,0.0007
8.7637,0.0,0.0,0.0,-0.015625,0.0066,BRAKES_NOT_APPLIED,0.0066,NO_MODE_ACTIVE,0.0066,0.0,0.0002,0.0,0.001,0.0,0.0313,0.0,0.0007,0.48627600000000004,0.002,P,0.001
8.8636,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0002,0.0,0.0007,0.0,0.0312,0.0,0.0005,0.45151600000000003,0.002,P,0.0007
8.9637,0.0,0.0,0.0,-0.015625,0.0051,BRAKES_NOT_APPLIED,0.0051,NO_MODE_ACTIVE,0.0051,0.0,0.0202,0.0,0.0007,0.0,0.0313,0.0,0.0003,0.451607,0.0019,P,0.0007
9.0636,0.0,0.0,0.0,-0.015625,0.025,BRAKES_NOT_APPLIED,0.025,NO_MODE_ACTIVE,0.025,0.0,0.0002,0.0,0.0007,0.0,0.0312,0.0,0.0005,0.451581,0.002,P,0.0007
9.1637,0.0,0.0,0.0,-0.015625,0.0068,BRAKES_NOT_APPLIED,0.0068,NO_MODE_ACTIVE,0.0068,0.0,0.0005,0.0,0.001,0.0,0.0313,0.0,0.0007,0.45165900000000003,0.002,P,0.001
9.2636,0.0,0.0,0.0,-0.015625,0.0263,BRAKES_NOT_APPLIED,0.0263,NO_MODE_ACTIVE,0.0263,0.0,0.0002,0.0,0.0007,0.0,0.0312,0.0,0.0005,0.45149,0.0019,P,0.0007
9.3637,0.0,0.0,0.0,-0.015625,0.0032,BRAKES_NOT_APPLIED,0.0032,NO_MODE_ACTIVE,0.0032,0.0,0.0005,0.0,0.0009,0.0,0.0313,0.0,0.0007,0.48647200000000007,0.0019,P,0.0009
9.4637,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0003,0.0,0.0008,0.0,0.0313,0.0,0.0005,0.451321,0.002,P,0.0008
9.5637,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.001,0.0,0.0312,0.0,0.0005,0.451672,0.0019,P,0.001
9.6637,0.0,0.0,0.0,-0.015625,0.0257,BRAKES_NOT_APPLIED,0.0257,NO_MODE_ACTIVE,0.0257,0.0,0.0003,0.0,0.0008,0.0,0.0312,0.0,0.0005,0.451776,0.002,P,0.0008
9.7637,0.0,0.0,0.0,-0.015625,0.0067,BRAKES_NOT_APPLIED,0.0067,NO_MODE_ACTIVE,0.0067,0.0,0.0003,0.0,0.001,0.0,0.0312,0.0,0.0008,0.45165900000000003,0.002,P,0.001
9.8636,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0002,0.0,0.0009,0.0,0.0311,0.0,0.0007,0.45150300000000004,0.0019,P,0.0009
9.9637,0.0,0.0,0.0,-0.015625,0.0068,BRAKES_NOT_APPLIED,0.0068,NO_MODE_ACTIVE,0.0068,0.0,0.0003,0.0,0.001,0.0,0.0312,0.0,0.0008,0.45149,0.002,P,0.001
10.0636,0.0,0.0,0.0,-0.015625,0.0256,BRAKES_NOT_APPLIED,0.0256,NO_MODE_ACTIVE,0.0256,0.0,0.0002,0.0,0.0009,0.0,0.0311,0.0,0.0005,0.451685,0.0019,P,0.0009
10.1636,0.0,0.0,0.0,-0.015625,0.0061,BRAKES_NOT_APPLIED,0.0061,NO_MODE_ACTIVE,0.0061,0.0,0.0003,0.0,0.0008,0.0,0.0311,0.0,0.0005,0.451776,0.0017,P,0.0008
10.2636,0.0,0.0,0.0,-0.015625,0.0261,BRAKES_NOT_APPLIED,0.0261,NO_MODE_ACTIVE,0.0261,0.0,0.0002,0.0,0.001,0.0,0.0311,0.0,0.0007,0.451425,0.0019,P,0.001
10.3636,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0002,0.0,0.001,0.0,0.0311,0.0,0.0007,0.45128199999999996,0.0017,P,0.001
10.4637,0.0,0.0,0.0,-0.015625,0.0265,BRAKES_NOT_APPLIED,0.0265,NO_MODE_ACTIVE,0.0265,0.0,0.0003,0.0,0.001,0.0,0.0312,0.0,0.0005,0.451321,0.002,P,0.001
10.5635,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0002,0.0,0.0007,0.0,0.0307,0.0,0.0005,0.45150300000000004,0.0017,P,0.0007
10.6636,0.0,0.0,0.0,-0.015625,0.0256,BRAKES_NOT_APPLIED,0.0256,NO_MODE_ACTIVE,0.0256,0.0,0.0005,0.0,0.001,0.0,0.0311,0.0,0.0007,0.48645800000000006,0.0019,P,0.001
10.7636,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0003,0.0,0.0007,0.0,0.0311,0.0,0.0005,0.45175,0.0017,P,0.0007
10.8636,0.0,0.0,0.0,-0.015625,0.0262,BRAKES_NOT_APPLIED,0.0262,NO_MODE_ACTIVE,0.0262,0.0,0.0003,0.0,0.001,0.0,0.0311,0.0,0.0005,0.451607,0.0019,P,0.001
10.9635,0.0,0.0,0.0,-0.015625,0.0063,BRAKES_NOT_APPLIED,0.0063,NO_MODE_ACTIVE,0.0063,0.0,0.0002,0.0,0.0007,0.0,0.0309,0.0,0.0005,0.451568,0.0017,P,0.0007
