signal,can_id,dbc,message,dbc_dlc,candidate,relation,definition
DI_driveBlocked,0x118,dbc/tesla_model3_ONYX.dbc.txt,DI_systemStatus,8,DI_driveBlocked,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 12, ""unit"": null}"
DI_driveBlocked,0x118,dbc/tesla_model3_party.dbc,DI_systemStatus,8,,无对应Signal,
DI_driveBlocked,0x118,dbc/tesla_model3_vehicle.dbc,DI_systemStatus,8,,无对应Signal,
DI_tractionControlMode,0x118,dbc/Model3CAN.dbc,ID118DriveSystemStatus,8,DI_tractionControlMode,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""Standard"", ""1"": ""Slip Start"", ""2"": ""Dev1"", ""3"": ""Dev2"", ""4"": ""Rolls Mode"", ""5"": ""Dyno Mode"", ""6"": ""Offroad Assist""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_tractionControlMode,0x118,dbc/Model3CAN.dbc.txt,ID118DriveSystemStatus,8,DI_tractionControlMode,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""Standard"", ""1"": ""Slip Start"", ""2"": ""Dev1"", ""3"": ""Dev2"", ""4"": ""Rolls Mode"", ""5"": ""Dyno Mode"", ""6"": ""Offroad Assist""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_tractionControlMode,0x118,dbc/tesla_model3.dbc,DI_systemStatus,8,DI_tractionControlMode,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NORMAL"", ""1"": ""SLIP_START"", ""2"": ""DEV_MODE_1"", ""3"": ""DEV_MODE_2"", ""4"": ""ROLLS_MODE"", ""5"": ""DYNO_MODE""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_tractionControlMode,0x118,dbc/tesla_model3_ONYX.dbc.txt,DI_systemStatus,8,DI_tractionControlMode,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NORMAL"", ""1"": ""SLIP_START"", ""2"": ""DEV_MODE_1"", ""3"": ""DEV_MODE_2"", ""4"": ""ROLLS_MODE"", ""5"": ""DYNO_MODE""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_tractionControlMode,0x118,dbc/tesla_model3_party.dbc,DI_systemStatus,8,DI_tractionControlMode,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""TC_NORMAL"", ""1"": ""TC_SLIP_START"", ""2"": ""TC_DEV_MODE_1"", ""3"": ""TC_DEV_MODE_2"", ""4"": ""TC_ROLLS_MODE"", ""5"": ""TC_DYNO_MODE""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_tractionControlMode,0x118,dbc/tesla_model3_vehicle.dbc,DI_systemStatus,8,DI_tractionControlMode,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""TC_NORMAL"", ""1"": ""TC_SLIP_START"", ""2"": ""TC_DEV_MODE_1"", ""3"": ""TC_DEV_MODE_2"", ""4"": ""TC_ROLLS_MODE"", ""5"": ""TC_DYNO_MODE""}, ""length"": 3, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 40, ""unit"": null}"
DI_torqueCommand,0x108,dbc/Model3CAN.dbc,ID108DIR_torque,8,DIR_torqueCommand,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 12, ""unit"": ""Nm""}"
DI_torqueCommand,0x108,dbc/Model3CAN.dbc.txt,ID108DIR_torque,8,DIR_torqueCommand,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 12, ""unit"": ""Nm""}"
DI_torqueCommand,0x108,dbc/tesla_model3.dbc,DI_torque,8,DI_torqueCommand,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 12, ""unit"": ""Nm""}"
DI_torqueCommand,0x108,dbc/tesla_model3_ONYX.dbc.txt,DI_torque,8,DI_torqueCommand,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 12, ""unit"": ""Nm""}"
DI_torqueCommand,0x108,dbc/tesla_model3_party.dbc,DI_torque,8,DI_torqueCommand,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 12, ""unit"": ""Nm""}"
DI_torqueCommand,0x108,dbc/tesla_model3_vehicle.dbc,,,,无Message,
DI_torqueActual,0x108,dbc/Model3CAN.dbc,ID108DIR_torque,8,DIR_torqueActual,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 27, ""unit"": ""Nm""}"
DI_torqueActual,0x108,dbc/Model3CAN.dbc.txt,ID108DIR_torque,8,DIR_torqueActual,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 27, ""unit"": ""Nm""}"
DI_torqueActual,0x108,dbc/tesla_model3.dbc,DI_torque,8,DI_torqueActual,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 27, ""unit"": ""Nm""}"
DI_torqueActual,0x108,dbc/tesla_model3_ONYX.dbc.txt,DI_torque,8,DI_torqueActual,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 27, ""unit"": ""Nm""}"
DI_torqueActual,0x108,dbc/tesla_model3_party.dbc,DI_torque,8,DI_torqueActual,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-4096"": ""SNA""}, ""length"": 13, ""mux"": null, ""offset"": 0, ""scale"": 2, ""signed"": true, ""start"": 27, ""unit"": ""Nm""}"
DI_torqueActual,0x108,dbc/tesla_model3_vehicle.dbc,,,,无Message,
DI_axleSpeed,0x108,dbc/Model3CAN.dbc,ID108DIR_torque,8,DIR_axleSpeed,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""32768"": ""SNA""}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": true, ""start"": 40, ""unit"": ""RPM""}"
DI_axleSpeed,0x108,dbc/Model3CAN.dbc.txt,ID108DIR_torque,8,DIR_axleSpeed,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""32768"": ""SNA""}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": true, ""start"": 40, ""unit"": ""RPM""}"
DI_axleSpeed,0x108,dbc/tesla_model3.dbc,DI_torque,8,DI_axleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-32768"": ""SNA""}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": true, ""start"": 40, ""unit"": ""RPM""}"
DI_axleSpeed,0x108,dbc/tesla_model3_ONYX.dbc.txt,DI_torque,8,DI_axleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-32768"": ""SNA""}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.1, ""signed"": true, ""start"": 40, ""unit"": ""RPM""}"
DI_axleSpeed,0x108,dbc/tesla_model3_party.dbc,DI_torque,8,DI_axleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-32768"": ""SNA""}, ""length"": 16, ""mux"": null, ""offset"": 0.0, ""scale"": 0.1, ""signed"": true, ""start"": 40, ""unit"": ""RPM""}"
DI_axleSpeed,0x108,dbc/tesla_model3_vehicle.dbc,,,,无Message,
DI_vehicleSpeed,0x257,dbc/Model3CAN.dbc,ID257DIspeed,8,DI_vehicleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": -40, ""scale"": 0.08, ""signed"": false, ""start"": 12, ""unit"": ""kph""}"
DI_vehicleSpeed,0x257,dbc/Model3CAN.dbc.txt,ID257DIspeed,8,DI_vehicleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": -40, ""scale"": 0.08, ""signed"": false, ""start"": 12, ""unit"": ""kph""}"
DI_vehicleSpeed,0x257,dbc/tesla_model3.dbc,DI_speed,8,DI_vehicleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": -40, ""scale"": 0.08, ""signed"": false, ""start"": 12, ""unit"": ""kph""}"
DI_vehicleSpeed,0x257,dbc/tesla_model3_ONYX.dbc.txt,DI_speed,8,DI_vehicleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": -40, ""scale"": 0.08, ""signed"": false, ""start"": 12, ""unit"": ""kph""}"
DI_vehicleSpeed,0x257,dbc/tesla_model3_party.dbc,DI_speed,8,DI_vehicleSpeed,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""4095"": ""SNA""}, ""length"": 12, ""mux"": null, ""offset"": -40, ""scale"": 0.08, ""signed"": false, ""start"": 12, ""unit"": ""kph""}"
DI_vehicleSpeed,0x257,dbc/tesla_model3_vehicle.dbc,,,,无Message,
DI_elecPower,0x266,dbc/Model3CAN.dbc,ID266RearInverterPower,8,RearPower266,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 11, ""mux"": null, ""offset"": 0, ""scale"": 0.5, ""signed"": true, ""start"": 0, ""unit"": ""kW""}"
DI_elecPower,0x266,dbc/Model3CAN.dbc.txt,ID266RearInverterPower,8,RearPower266,仅位段相同候选，非语义确认；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 11, ""mux"": null, ""offset"": 0, ""scale"": 0.5, ""signed"": true, ""start"": 0, ""unit"": ""kW""}"
DI_elecPower,0x266,dbc/tesla_model3.dbc,DI_power,7,DI_elecPower,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""-1024"": ""DI_elecPower_SNA""}, ""length"": 11, ""mux"": null, ""offset"": 0, ""scale"": 0.5, ""signed"": true, ""start"": 16, ""unit"": ""kW""}"
DI_elecPower,0x266,dbc/tesla_model3_ONYX.dbc.txt,DI_power,8,DI_elecPower,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-1024"": ""SNA""}, ""length"": 11, ""mux"": null, ""offset"": 0, ""scale"": 0.5, ""signed"": true, ""start"": 0, ""unit"": ""kW""}"
DI_elecPower,0x266,dbc/tesla_model3_party.dbc,,,,无Message,
DI_elecPower,0x266,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_packVoltage,0x132,dbc/Model3CAN.dbc,ID132HVBattAmpVolt,8,BattVoltage132,明确名称别名候选；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""V""}"
BMS_packVoltage,0x132,dbc/Model3CAN.dbc.txt,ID132HVBattAmpVolt,8,BattVoltage132,明确名称别名候选；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""V""}"
BMS_packVoltage,0x132,dbc/tesla_model3.dbc,BMS_hvBusStatus,8,BMS_packVoltage,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""V""}"
BMS_packVoltage,0x132,dbc/tesla_model3_ONYX.dbc.txt,BMS_hvBusStatus,8,BMS_packVoltage,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": 0.01, ""signed"": false, ""start"": 0, ""unit"": ""V""}"
BMS_packVoltage,0x132,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_packVoltage,0x132,dbc/tesla_model3_vehicle.dbc,,,,无Message,
BMS_packCurrent,0x132,dbc/Model3CAN.dbc,ID132HVBattAmpVolt,8,SmoothBattCurrent132,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": -0.1, ""signed"": true, ""start"": 16, ""unit"": ""A""}"
BMS_packCurrent,0x132,dbc/Model3CAN.dbc.txt,ID132HVBattAmpVolt,8,SmoothBattCurrent132,明确名称别名候选；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 16, ""mux"": null, ""offset"": 0, ""scale"": -0.1, ""signed"": true, ""start"": 16, ""unit"": ""A""}"
BMS_packCurrent,0x132,dbc/tesla_model3.dbc,BMS_hvBusStatus,8,BMS_packCurrent,同名；参数差异,"{""byte_order"": ""little_endian"", ""choices"": {""-16384"": ""SNA""}, ""length"": 15, ""mux"": null, ""offset"": -1000, ""scale"": 0.1, ""signed"": true, ""start"": 16, ""unit"": ""A""}"
BMS_packCurrent,0x132,dbc/tesla_model3_ONYX.dbc.txt,BMS_hvBusStatus,8,BMS_packCurrent,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""-16384"": ""SNA""}, ""length"": 15, ""mux"": null, ""offset"": 0, ""scale"": -0.1, ""signed"": true, ""start"": 16, ""unit"": ""A""}"
BMS_packCurrent,0x132,dbc/tesla_model3_party.dbc,,,,无Message,
BMS_packCurrent,0x132,dbc/tesla_model3_vehicle.dbc,,,,无Message,
IBST_sInputRodDriver,0x39D,dbc/Model3CAN.dbc,ID39DIBST_status,5,IBST_sInputRodDriver,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 12, ""mux"": null, ""offset"": -5, ""scale"": 0.015625, ""signed"": false, ""start"": 21, ""unit"": ""mm""}"
IBST_sInputRodDriver,0x39D,dbc/Model3CAN.dbc.txt,ID39DIBST_status,5,IBST_sInputRodDriver,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 12, ""mux"": null, ""offset"": -5, ""scale"": 0.015625, ""signed"": false, ""start"": 21, ""unit"": ""mm""}"
IBST_sInputRodDriver,0x39D,dbc/tesla_model3.dbc,IBST_status,3,,无对应Signal,
IBST_sInputRodDriver,0x39D,dbc/tesla_model3_ONYX.dbc.txt,IBST_status,3,,无对应Signal,
IBST_sInputRodDriver,0x39D,dbc/tesla_model3_party.dbc,IBST_status,5,IBST_sInputRodDriver,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {}, ""length"": 12, ""mux"": null, ""offset"": -5, ""scale"": 0.015625, ""signed"": false, ""start"": 21, ""unit"": ""mm""}"
IBST_sInputRodDriver,0x39D,dbc/tesla_model3_vehicle.dbc,,,,无Message,
IBST_driverBrakeApply,0x39D,dbc/Model3CAN.dbc,ID39DIBST_status,5,IBST_driverBrakeApply,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NOT_INIT_OR_OFF"", ""1"": ""BRAKES_NOT_APPLIED"", ""2"": ""DRIVER_APPLYING_BRAKES"", ""3"": ""FAULT""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": null}"
IBST_driverBrakeApply,0x39D,dbc/Model3CAN.dbc.txt,ID39DIBST_status,5,IBST_driverBrakeApply,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NOT_INIT_OR_OFF"", ""1"": ""BRAKES_NOT_APPLIED"", ""2"": ""DRIVER_APPLYING_BRAKES"", ""3"": ""FAULT""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": null}"
IBST_driverBrakeApply,0x39D,dbc/tesla_model3.dbc,IBST_status,3,IBST_driverBrakeApply,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NOT_INIT_OR_OFF"", ""1"": ""BRAKES_NOT_APPLIED"", ""2"": ""DRIVER_APPLYING_BRAKES"", ""3"": ""FAULT""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": null}"
IBST_driverBrakeApply,0x39D,dbc/tesla_model3_ONYX.dbc.txt,IBST_status,3,IBST_driverBrakeApply,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NOT_INIT_OR_OFF"", ""1"": ""BRAKES_NOT_APPLIED"", ""2"": ""DRIVER_APPLYING_BRAKES"", ""3"": ""FAULT""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": null}"
IBST_driverBrakeApply,0x39D,dbc/tesla_model3_party.dbc,IBST_status,5,IBST_driverBrakeApply,同名；参数一致,"{""byte_order"": ""little_endian"", ""choices"": {""0"": ""NOT_INIT_OR_OFF"", ""1"": ""BRAKES_NOT_APPLIED"", ""2"": ""DRIVER_APPLYING_BRAKES"", ""3"": ""FAULT""}, ""length"": 2, ""mux"": null, ""offset"": 0, ""scale"": 1, ""signed"": false, ""start"": 16, ""unit"": null}"
IBST_driverBrakeApply,0x39D,dbc/tesla_model3_vehicle.dbc,,,,无Message,
