event_id,event_time_s,event,signal,can_id,value,sample_time_s,age_ms,unit,source,status
E02,20.0747,制动施加状态出现,DI_accelPedalPos,0x118,0.0,20.0728,1.9,%,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,DI_torqueCommand,0x108,0.0,20.0629,11.8,Nm,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,DI_torqueActual,0x108,0.0,20.0629,11.8,Nm,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,DI_axleSpeed,0x108,0.0,20.0629,11.8,RPM,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,DI_vehicleSpeed,0x257,0.0,20.0627,12.0,kph,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,DI_elecPower,0x266,0.0,20.0733,1.4,kW,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,BMS_packVoltage,0x132,347.41,20.0719,2.8,V,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,BMS_packCurrent,0x132,1.4000000000000001,20.0719,2.8,A,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,PackPower_derived,0x132,0.4863740000000001,20.0719,2.8,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E02,20.0747,制动施加状态出现,IBST_sInputRodDriver,0x39D,0.765625,20.0747,0.0,mm,dbc/Model3CAN.dbc,available
E02,20.0747,制动施加状态出现,IBST_driverBrakeApply,0x39D,DRIVER_APPLYING_BRAKES,20.0747,0.0,enum/raw,dbc/Model3CAN.dbc,available
E02,20.0747,制动施加状态出现,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,20.0747,0.0,enum/raw,dbc/Model3CAN.dbc,available
E02,20.0747,制动施加状态出现,VCLEFT_brakeSwitchPressed,0x3C2,0.0,20.035,39.7,enum/raw,input/tesla_model3_ONYX.dbc,available
E02,20.0747,制动施加状态出现,BMS_socUI,0x292,32.5,19.9811,93.6,%,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_gear,0x118,D,20.3129,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_systemState,0x118,ENABLE,20.3129,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_accelPedalPos,0x118,0.0,20.3129,0.0,%,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_torqueCommand,0x108,0.0,20.2629,50.0,Nm,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_torqueActual,0x108,0.0,20.2629,50.0,Nm,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_axleSpeed,0x108,-0.1,20.2629,50.0,RPM,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_vehicleSpeed,0x257,0.0,20.3029,10.0,kph,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,DI_elecPower,0x266,0.0,20.3024,10.5,kW,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,BMS_packVoltage,0x132,347.40000000000003,20.3119,1.0,V,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,BMS_packCurrent,0x132,1.5,20.3119,1.0,A,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,PackPower_derived,0x132,0.5211,20.3119,1.0,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E03,20.3129,第1轮挂D,IBST_sInputRodDriver,0x39D,6.3125,20.2749,38.0,mm,dbc/Model3CAN.dbc,available
E03,20.3129,第1轮挂D,IBST_driverBrakeApply,0x39D,DRIVER_APPLYING_BRAKES,20.2749,38.0,enum/raw,dbc/Model3CAN.dbc,available
E03,20.3129,第1轮挂D,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,20.2749,38.0,enum/raw,dbc/Model3CAN.dbc,available
E03,20.3129,第1轮挂D,VCLEFT_brakeSwitchPressed,0x3C2,1.0,20.2342,78.7,enum/raw,input/tesla_model3_ONYX.dbc,available
E03,20.3129,第1轮挂D,BMS_socUI,0x292,32.5,20.2811,31.8,%,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_gear,0x118,D,21.8727,2.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_systemState,0x118,ENABLE,21.8727,2.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_accelPedalPos,0x118,0.0,21.8727,2.0,%,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_torqueCommand,0x108,0.0,21.8628,11.9,Nm,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_torqueActual,0x108,0.0,21.8628,11.9,Nm,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_axleSpeed,0x108,0.0,21.8628,11.9,RPM,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_vehicleSpeed,0x257,0.0,21.8626,12.1,kph,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,DI_elecPower,0x266,0.0,21.8732,1.5,kW,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,BMS_packVoltage,0x132,347.39,21.8719,2.8,V,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,BMS_packCurrent,0x132,1.6,21.8719,2.8,A,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,PackPower_derived,0x132,0.555824,21.8719,2.8,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E04,21.8747,第1轮制动开关释放,IBST_sInputRodDriver,0x39D,1.90625,21.8349,39.8,mm,dbc/Model3CAN.dbc,available
E04,21.8747,第1轮制动开关释放,IBST_driverBrakeApply,0x39D,DRIVER_APPLYING_BRAKES,21.8349,39.8,enum/raw,dbc/Model3CAN.dbc,available
E04,21.8747,第1轮制动开关释放,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,21.8349,39.8,enum/raw,dbc/Model3CAN.dbc,available
E04,21.8747,第1轮制动开关释放,VCLEFT_brakeSwitchPressed,0x3C2,0.0,21.8747,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E04,21.8747,第1轮制动开关释放,BMS_socUI,0x292,32.5,21.7918,82.9,%,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_gear,0x118,D,21.9627,1.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_systemState,0x118,ENABLE,21.9627,1.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_accelPedalPos,0x118,0.0,21.9627,1.0,%,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_torqueCommand,0x108,6.0,21.9637,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_torqueActual,0x108,6.0,21.9637,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_axleSpeed,0x108,0.1,21.9637,0.0,RPM,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_vehicleSpeed,0x257,0.0,21.9438,19.9,kph,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,DI_elecPower,0x266,0.0,21.9635,0.2,kW,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,BMS_packVoltage,0x132,347.25,21.962,1.7,V,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,BMS_packCurrent,0x132,1.6,21.962,1.7,A,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,PackPower_derived,0x132,0.5556,21.962,1.7,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E05,21.9637,第1轮零电门正请求建立,IBST_sInputRodDriver,0x39D,1.171875,21.9547,9.0,mm,dbc/Model3CAN.dbc,available
E05,21.9637,第1轮零电门正请求建立,IBST_driverBrakeApply,0x39D,DRIVER_APPLYING_BRAKES,21.9547,9.0,enum/raw,dbc/Model3CAN.dbc,available
E05,21.9637,第1轮零电门正请求建立,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,21.9547,9.0,enum/raw,dbc/Model3CAN.dbc,available
E05,21.9637,第1轮零电门正请求建立,VCLEFT_brakeSwitchPressed,0x3C2,0.0,21.9334,30.3,enum/raw,input/tesla_model3_ONYX.dbc,available
E05,21.9637,第1轮零电门正请求建立,BMS_socUI,0x292,32.5,21.8941,69.6,%,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_gear,0x118,D,22.0738,1.2,enum/raw,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_systemState,0x118,ENABLE,22.0738,1.2,enum/raw,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_accelPedalPos,0x118,0.0,22.0738,1.2,%,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_torqueCommand,0x108,52.0,22.0642,10.8,Nm,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_torqueActual,0x108,36.0,22.0642,10.8,Nm,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_axleSpeed,0x108,2.9000000000000004,22.0642,10.8,RPM,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_vehicleSpeed,0x257,0.240000000000002,22.0644,10.6,kph,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,DI_elecPower,0x266,0.0,22.0741,0.9,kW,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,BMS_packVoltage,0x132,347.16,22.0719,3.1,V,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,BMS_packCurrent,0x132,1.6,22.0719,3.1,A,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,PackPower_derived,0x132,0.5554560000000001,22.0719,3.1,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E06,22.075,制动施加状态解除,IBST_sInputRodDriver,0x39D,0.0,22.075,0.0,mm,dbc/Model3CAN.dbc,available
E06,22.075,制动施加状态解除,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,22.075,0.0,enum/raw,dbc/Model3CAN.dbc,available
E06,22.075,制动施加状态解除,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,22.075,0.0,enum/raw,dbc/Model3CAN.dbc,available
E06,22.075,制动施加状态解除,VCLEFT_brakeSwitchPressed,0x3C2,0.0,22.0334,41.6,enum/raw,input/tesla_model3_ONYX.dbc,available
E06,22.075,制动施加状态解除,BMS_socUI,0x292,32.5,21.9914,83.6,%,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_gear,0x118,D,22.4829,1.9,enum/raw,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_systemState,0x118,ENABLE,22.4829,1.9,enum/raw,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_accelPedalPos,0x118,0.0,22.4829,1.9,%,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_torqueCommand,0x108,342.0,22.464,20.8,Nm,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_torqueActual,0x108,360.0,22.464,20.8,Nm,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_axleSpeed,0x108,4.4,22.464,20.8,RPM,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_vehicleSpeed,0x257,0.5600000000000023,22.4848,0.0,kph,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,DI_elecPower,0x266,0.5,22.4838,1.0,kW,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,BMS_packVoltage,0x132,347.35,22.482,2.8,V,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,BMS_packCurrent,0x132,2.6,22.482,2.8,A,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,PackPower_derived,0x132,0.9031100000000001,22.482,2.8,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E07,22.4848,第1轮观察到低速运动,IBST_sInputRodDriver,0x39D,0.015625,22.4792,5.6,mm,dbc/Model3CAN.dbc,available
E07,22.4848,第1轮观察到低速运动,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,22.4792,5.6,enum/raw,dbc/Model3CAN.dbc,available
E07,22.4848,第1轮观察到低速运动,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,22.4792,5.6,enum/raw,dbc/Model3CAN.dbc,available
E07,22.4848,第1轮观察到低速运动,VCLEFT_brakeSwitchPressed,0x3C2,0.0,22.4337,51.1,enum/raw,input/tesla_model3_ONYX.dbc,available
E07,22.4848,第1轮观察到低速运动,BMS_socUI,0x292,32.5,22.3915,93.3,%,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_gear,0x118,D,27.4225,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_systemState,0x118,ENABLE,27.4225,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_accelPedalPos,0x118,0.4,27.4225,0.0,%,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_torqueCommand,0x108,108.0,27.3642,58.3,Nm,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_torqueActual,0x108,106.0,27.3642,58.3,Nm,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_axleSpeed,0x108,48.5,27.3642,58.3,RPM,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_vehicleSpeed,0x257,5.920000000000002,27.4035,19.0,kph,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,DI_elecPower,0x266,0.5,27.4141,8.4,kW,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,BMS_packVoltage,0x132,347.18,27.4223,0.2,V,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,BMS_packCurrent,0x132,3.1,27.4223,0.2,A,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,PackPower_derived,0x132,1.076258,27.4223,0.2,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E08,27.4225,第1轮开始踩电门,IBST_sInputRodDriver,0x39D,0.015625,27.395,27.5,mm,dbc/Model3CAN.dbc,available
E08,27.4225,第1轮开始踩电门,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,27.395,27.5,enum/raw,dbc/Model3CAN.dbc,available
E08,27.4225,第1轮开始踩电门,IBST_internalState,0x39D,LOCAL_BRAKE_REQUEST,27.395,27.5,enum/raw,dbc/Model3CAN.dbc,available
E08,27.4225,第1轮开始踩电门,VCLEFT_brakeSwitchPressed,0x3C2,0.0,27.3337,88.8,enum/raw,input/tesla_model3_ONYX.dbc,available
E08,27.4225,第1轮开始踩电门,BMS_socUI,0x292,32.5,27.3917,30.8,%,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_gear,0x118,D,29.1623,0.9,enum/raw,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_systemState,0x118,ENABLE,29.1623,0.9,enum/raw,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_accelPedalPos,0x118,12.0,29.1623,0.9,%,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_torqueCommand,0x108,676.0,29.1632,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_torqueActual,0x108,710.0,29.1632,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_axleSpeed,0x108,76.5,29.1632,0.0,RPM,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_vehicleSpeed,0x257,9.280000000000001,29.1431,20.1,kph,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,DI_elecPower,0x266,6.0,29.163,0.2,kW,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,BMS_packVoltage,0x132,346.16,29.1625,0.7,V,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,BMS_packCurrent,0x132,19.5,29.1625,0.7,A,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,PackPower_derived,0x132,6.750120000000001,29.1625,0.7,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E09,29.1632,第1轮实际扭矩峰值,IBST_sInputRodDriver,0x39D,0.0,29.1547,8.5,mm,dbc/Model3CAN.dbc,available
E09,29.1632,第1轮实际扭矩峰值,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,29.1547,8.5,enum/raw,dbc/Model3CAN.dbc,available
E09,29.1632,第1轮实际扭矩峰值,IBST_internalState,0x39D,TRANSITION_TO_IDLE,29.1547,8.5,enum/raw,dbc/Model3CAN.dbc,available
E09,29.1632,第1轮实际扭矩峰值,VCLEFT_brakeSwitchPressed,0x3C2,0.0,29.1339,29.3,enum/raw,input/tesla_model3_ONYX.dbc,available
E09,29.1632,第1轮实际扭矩峰值,BMS_socUI,0x292,32.5,29.0913,71.9,%,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_gear,0x118,D,29.262,1.2,enum/raw,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_systemState,0x118,ENABLE,29.262,1.2,enum/raw,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_accelPedalPos,0x118,12.0,29.262,1.2,%,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_torqueCommand,0x108,684.0,29.2632,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_torqueActual,0x108,692.0,29.2632,0.0,Nm,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_axleSpeed,0x108,79.5,29.2632,0.0,RPM,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_vehicleSpeed,0x257,9.68,29.2629,0.3,kph,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,DI_elecPower,0x266,6.5,29.2625,0.7,kW,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,BMS_packVoltage,0x132,346.01,29.2622,1.0,V,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,BMS_packCurrent,0x132,20.900000000000002,29.2622,1.0,A,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,PackPower_derived,0x132,7.231609000000001,29.2622,1.0,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E10,29.2632,第1轮请求峰值,IBST_sInputRodDriver,0x39D,0.0,29.2347,28.5,mm,dbc/Model3CAN.dbc,available
E10,29.2632,第1轮请求峰值,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,29.2347,28.5,enum/raw,dbc/Model3CAN.dbc,available
E10,29.2632,第1轮请求峰值,IBST_internalState,0x39D,TRANSITION_TO_IDLE,29.2347,28.5,enum/raw,dbc/Model3CAN.dbc,available
E10,29.2632,第1轮请求峰值,VCLEFT_brakeSwitchPressed,0x3C2,0.0,29.2339,29.3,enum/raw,input/tesla_model3_ONYX.dbc,available
E10,29.2632,第1轮请求峰值,BMS_socUI,0x292,32.5,29.1912,72.0,%,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_gear,0x118,D,43.942,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_systemState,0x118,ENABLE,43.942,0.0,enum/raw,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_accelPedalPos,0x118,25.6,43.942,0.0,%,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_torqueCommand,0x108,382.0,43.8631,78.9,Nm,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_torqueActual,0x108,376.0,43.8631,78.9,Nm,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_axleSpeed,0x108,222.60000000000002,43.8631,78.9,RPM,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_vehicleSpeed,0x257,27.599999999999994,43.9229,19.1,kph,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,DI_elecPower,0x266,10.0,43.9331,8.9,kW,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,BMS_packVoltage,0x132,344.71,43.9324,9.6,V,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,BMS_packCurrent,0x132,30.8,43.9324,9.6,A,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,PackPower_derived,0x132,10.617068,43.9324,9.6,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E11,43.942,第1轮电门峰值,IBST_sInputRodDriver,0x39D,-0.015625,43.915,27.0,mm,dbc/Model3CAN.dbc,available
E11,43.942,第1轮电门峰值,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,43.915,27.0,enum/raw,dbc/Model3CAN.dbc,available
E11,43.942,第1轮电门峰值,IBST_internalState,0x39D,NO_MODE_ACTIVE,43.915,27.0,enum/raw,dbc/Model3CAN.dbc,available
E11,43.942,第1轮电门峰值,VCLEFT_brakeSwitchPressed,0x3C2,0.0,43.9348,7.2,enum/raw,input/tesla_model3_ONYX.dbc,available
E11,43.942,第1轮电门峰值,BMS_socUI,0x292,32.5,43.8943,47.7,%,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_gear,0x118,D,44.2019,0.5,enum/raw,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_systemState,0x118,ENABLE,44.2019,0.5,enum/raw,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_accelPedalPos,0x118,25.200000000000003,44.2019,0.5,%,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_torqueCommand,0x108,536.0,44.1631,39.3,Nm,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_torqueActual,0x108,536.0,44.1631,39.3,Nm,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_axleSpeed,0x108,228.20000000000002,44.1631,39.3,RPM,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_vehicleSpeed,0x257,28.239999999999995,44.1824,20.0,kph,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,DI_elecPower,0x266,13.5,44.2024,0.0,kW,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,BMS_packVoltage,0x132,344.19,44.1928,9.6,V,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,BMS_packCurrent,0x132,40.5,44.1928,9.6,A,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,PackPower_derived,0x132,13.939695,44.1928,9.6,kW,"derived: BMS_packVoltage * BMS_packCurrent / 1000, same frame",available
E12,44.2024,第1轮电驱功率峰值,IBST_sInputRodDriver,0x39D,-0.015625,44.1952,7.2,mm,dbc/Model3CAN.dbc,available
E12,44.2024,第1轮电驱功率峰值,IBST_driverBrakeApply,0x39D,BRAKES_NOT_APPLIED,44.1952,7.2,enum/raw,dbc/Model3CAN.dbc,available
E12,44.2024,第1轮电驱功率峰值,IBST_internalState,0x39D,NO_MODE_ACTIVE,44.1952,7.2,enum/raw,dbc/Model3CAN.dbc,available
E12,44.2024,第1轮电驱功率峰值,VCLEFT_brakeSwitchPressed,0x3C2,0.0,44.1348,67.6,enum/raw,input/tesla_model3_ONYX.dbc,available
E12,44.2024,第1轮电驱功率峰值,BMS_socUI,0x292,32.5,44.1926,9.8,%,input/tesla_model3_ONYX.dbc,available
E13,44.3225,第1轮Pack放电电流峰值,DI_gear,0x118,D,44.3223,0.2,enum/raw,input/tesla_model3_ONYX.dbc,available
