category,can_id,message,signal,dbc_id_seen,decoded_samples,window,center_or_mode,min,max,changes
vehicle_state,0x3BE,FC_alertMatrix5,FC_a306_GB_vehReadyDeasserted,no,0,final_stable,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,pre_stable,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,door_open,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,door_closed,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,brake_pressed,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,post_brake,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a200_reverseGearStuckHigh,yes,0,final_stable,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,pre_stable,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,door_open,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,door_closed,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,brake_pressed,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,post_brake,,,,0
vehicle_state,0x3D5,ESP_alertMatrix,ESP_a201_reverseGearStuckLow,yes,0,final_stable,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,pre_stable,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,door_open,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,door_closed,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,brake_pressed,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,post_brake,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a039_vehicleStateMIA,no,0,final_stable,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,pre_stable,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,door_open,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,door_closed,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,brake_pressed,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,post_brake,,,,0
vehicle_state,0x502,RADC_alertMatrix0,RADC_a045_vehicleStateErr,no,0,final_stable,,,,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,pre_stable,,,,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,door_open,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,door_closed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,brake_pressed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,post_brake,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a021_gearStalkSignalInvalid,yes,500,final_stable,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,pre_stable,,,,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,door_open,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,door_closed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,brake_pressed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,post_brake,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a022_gearStalkOpenCircuit,yes,500,final_stable,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,pre_stable,,,,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,door_open,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,door_closed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,brake_pressed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,post_brake,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a023_gearStalkShortCircuit,yes,500,final_stable,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,pre_stable,,,,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,door_open,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,door_closed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,brake_pressed,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,post_brake,0,0,0,0
vehicle_state,0x54F,SCCM_alertMatrix,SCCM_a024_gearStalkGenErr,yes,500,final_stable,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,pre_stable,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,door_open,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,door_closed,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,brake_pressed,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,post_brake,0,0,0,0
vehicle_state,0x7AA,HVP_debugMessage,HVP_gpioShuntDataReady,yes,69,final_stable,0,0,0,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,pre_stable,,,,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,door_open,,,,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,door_closed,,,,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,brake_pressed,INIT,,,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,post_brake,INIT,,,0
vehicle_state,0x7D5,DI_debug,DI_gateDriveState,yes,298,final_stable,INIT,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,pre_stable,,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,door_open,,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,door_closed,,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,brake_pressed,,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,post_brake,,,,0
vehicle_state,0x7D5,DI_debug,DI_resolverReady,yes,0,final_stable,,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,pre_stable,,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,door_open,,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,door_closed,,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,brake_pressed,INVALID,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,post_brake,INVALID,,,0
brake_input,0x118,DI_systemStatus,DI_brakePedalState,yes,2975,final_stable,INVALID,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,pre_stable,,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,door_open,,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,door_closed,,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,brake_pressed,,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,post_brake,,,,0
brake_input,0x145,ESP_status,ESP_brakeApply,no,0,final_stable,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,pre_stable,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,door_open,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,door_closed,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,brake_pressed,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,post_brake,,,,0
brake_input,0x145,ESP_status,ESP_driverBrakeApply,no,0,final_stable,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,pre_stable,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,door_open,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,door_closed,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,brake_pressed,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,post_brake,,,,0
brake_input,0x356,DI_alertMatrix1,DI_a041_driverBrakeApplyCheck,no,0,final_stable,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,pre_stable,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,door_open,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,door_closed,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,brake_pressed,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,post_brake,,,,0
brake_input,0x357,DI_alertMatrix2,DI_a083_brakePedalSensor,no,0,final_stable,,,,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,pre_stable,0,0,0,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,door_open,0,0,0,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,door_closed,0,0,0,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,brake_pressed,0,0,0,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,post_brake,0,0,0,0
brake_input,0x360,VCLEFT_alertMatrix,VCLEFT_a136_brakeSwitchMismatch,yes,63,final_stable,0,0,0,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,pre_stable,,,,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,door_open,,,,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,door_closed,,,,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,brake_pressed,,,,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,post_brake,,,,0
brake_input,0x39D,IBST_status,IBST_driverBrakeApply,yes,0,final_stable,,,,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,pre_stable,0,0,0,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,door_open,0,0,0,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,door_closed,0,0,0,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,brake_pressed,1,1,1,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,post_brake,0,0,0,0
brake_input,0x3C2,VCLEFT_switchStatus,VCLEFT_brakeSwitchPressed,yes,701,final_stable,0,0,0,0
brake_input,0x3D5,ESP_alertMatrix,ESP_a085_BrakeSwitchStuckHigh,yes,0,pre_stable,,,,0
