APP_buildType: SIGNED
DAS_fusedSpeedLimit: UNKNOWN_SNA kph/mph
DAS_hazardLightRequest: OFF
DAS_headlightRequest: OFF
DAS_heaterRequest: SNA
DAS_heaterState: OFF_SNA
DAS_highLowBeamDecision: OFF
DAS_highLowBeamOffReason: OFF_REASON_SNA
DAS_radarHeaterRequest: 0
DAS_summonClearedGate: 0
DAS_summonObstacle: 0
DAS_suppressSpeedWarning: Do_Not_Suppress
DAS_turnIndicatorRequest: NONE
DAS_turnIndicatorRequestReason: NONE
DAS_visionOnlySpeedLimit: UNKNOWN_SNA kph/mph
DAS_w002_ldwDisabled: 0
DAS_w003_isaDisabled: 1
DAS_w004_accDisabled: 0
DAS_w005_fcwCancelled: 1
DAS_w006_aebCancelled: 0
DAS_w007_ahlbDisabled: 1
DAS_w008_parkDisabled: 1
DAS_w009_aebFault: 1
DAS_w010_radcCalibIssue: 0
DAS_w011_scaEvent: 1
DAS_w012_Cam_BootFailure: 1
DAS_w013_Cam_Watchdog: 1
DAS_w014_swAssert: 1
DAS_w015_Camera_Failsafes: 1
DAS_w016_aeb_e_event: 0
DAS_w017_Cam_Msg_MIA: 1
DAS_w018_ECU_Power_Issue: 1
DAS_w019_ECU_Stack_Overflow: 1
DAS_w020_ECU_checkstopError: 1
DAS_w021_ECU_Temperature_Issue: 1
DAS_w022_ECU_EEPROM_Failure: 1
DAS_w023_ECU_Cam_Statemismatc: 1
DAS_w024_ECU_Watchdog_Reset: 1
DAS_w025_LC_Steering_Override: 1
DAS_w026_ECU_timingIssue: 1
DAS_w027_ECU_Reset_Fault: 1
DAS_w028_spi_rx_error: 1
DAS_w029_spi_tx_error: 0
DAS_w030_Heater_Issue: 0
DAS_w031_canRxError: 0
DAS_w032_canTxError: 0
DAS_w033_gtwMia: 1
DAS_w034_sccmMia: 1
DAS_w035_espMia: 0
DAS_w036_bdyMia: 1
DAS_w037_camTacIssue: 1
DAS_w038_camFailure: 1
DAS_w039_sdm_rcm_Mia: 1
DAS_w040_autopilotAngleSaturated: 1
DAS_w193_camWindshieldUnclean: 1
DAS_w194_accDriverResumeRqrd: 0
DAS_w195_scwUnavailable: 0
DAS_w196_stopSignWarning: 0
DAS_w197_redLightWarning: 0
DAS_w198_tsrUnavailable: 0
DAS_w199_apcAbort: 0
DAS_w200_lcSlowdown: 0
DAS_w201_lcAborting: 0
DAS_w202_scwNoisyEnvironment: 0
DAS_w203_apcActivation: 0
DAS_w204_apcFinalFront: 0
DAS_w205_apcFinalRear: 0
DAS_w206_autosteerNotEnabled: 0
DAS_w207_autosteerUnavailable: 0
DAS_w208_rackDetected: 0
DAS_w209_autoSummonRequest: 0
DAS_w210_camObstrcted: 0
DAS_w211_accNoSeatBelt: 0
DAS_w212_lcUnavailableStrikeOut: 0
DAS_w213_autosteerStruckOut: 0
DAS_w214_driverNotIntracting: 0
DAS_w215_contDriverNotIntracting: 0
DAS_w216_driverOverriding: 0
DAS_w217_lcUnavailableSpeeding: 0
DAS_w218_lcSpeedExceededLimit: 0
DAS_w219_lcTempUnavailableSpeed: 0
DAS_w220_lcTempUnavailableRoad: 0
DAS_w221_accRadarBlind: 0
DAS_w222_accCameraBlind: 0
DAS_w223_accObjectInPath: 0
DAS_w224_accCameraCalibration: 0
DAS_w225_lcDegradedVisSpeedLmt: 0
DAS_w226_lcCamCalNeededSpeedLmt: 0
DAS_w227_virtualWallBlocked: 0
DAS_w228_DEPRECATED: 0
DAS_w229_alcUltrasoundDamaged: 0
DAS_w230_alcUltrasoundBlocked: 0
DAS_wiperSpeed: INVALID
DIS_a065_canHardwareBusB: 0
DIS_a066_canDataBusB: 0
DIS_a067_canOverrunBusB: 0
DIS_a070_12vSupplySensor: 0
DIS_a071_busDisconnected: 0
DIS_a072_gateDriveFaultCounter: 0
DIS_a073_motorSpeed: 0
DIS_a074_motorEncoder: 0
DIS_a075_motorSpeedMismatch: 0
DIS_a076_12vSupplyOV: 0
DIS_a077_12vSupplyUV: 0
DIS_a078_adcRefLow: 0
DIS_a079_adcRefHigh: 0
DIS_a086_hvilNotPresent: 0
DIS_a087_gtwMIA: 0
DIS_a088_uiMIA: 0
DIS_a090_pmMIA: 0
DIS_a091_espMIA: 0
DIS_a092_bmsMIA: 0
DIS_a093_canHardwareBusA: 0
DIS_a094_canDataBusA: 0
DIS_a095_canOverrunBusA: 0
DIS_a096_memoryError: 0
DIS_a097_eepromError: 0
DIS_a098_intTimeTooLong: 0
DIS_a099_threadOverrun: 0
DIS_a100_assertion: 0
DIS_a103_lowFlow: 0
DIS_a106_absMIA: 0
DIS_a108_stateTrans: 0
DIS_a110_brakeMIA: 0
DIS_a112_noPhaseCurrent: 0
DIS_a113_noFuncHeatsinkSensor: 0
DIS_a114_noMotorSpeed: 0
DIS_a115_heatsinkTempImbalance: 0
DIS_a116_powerConvIrrational: 0
DIS_a117_diMIA: 0
DIS_a121_motorControlRegulation: 0
DIS_a122_highStackUsage: 0
DIS_a123_lossMotorControl: 0
DIS_a126_limpMode: 0
DIS_a127_gracefulPowerOff: 0
DIS_a129_epbNotApplied: 0
DIS_a131_highSpeedWearLimit: 0
DIS_a133_capacitorOT: 0
DIS_a134_wheelSpeedIrrational: 0
DIS_a136_spiError: 0
DIS_a142_highLashAngle: 0
DIS_a143_mcuLimitActive: 0
DIS_a144_configMismatch: 0
DIS_a147_highTorqueWearLimit: 0
DIS_a148_overtorqueUsed: 0
DIS_a149_oilPumpFailure: 0
DIS_a150_busVD: 0
DIS_a151_shockTorqueLimiter: 0
DIS_a152_linError: 0
DIS_a153_oilPump: 0
DIS_a154_resolver: 0
DIS_a155_vcfrontMIA: 0
DIS_a156_currentObserver: 0
DIS_a157_rcmMIA: 0
DIS_a158_ibstMIA: 0
DIS_a160_busVoltageAnomaly: 0
DIS_a161_epas3pMIA: 0
DIS_a202_excessHeatUnavailable: 0
DIS_a225_tmpEstPlausibility: 0
DIS_a229_batteryIsHeating: 0
DIS_a233_diMsgMissed: 0
DIS_a234_pcsMIA: 0
DIS_a241_systemThermallyLimited: 0
DIS_appGitHash: 0
DIS_applicationCrc: 3306636322
DIS_applicationSvnRevision: 65537
DIS_applicationSvnUrlHash: 0
DIS_assemblyId: 75
DIS_bootGitHash: 44931131714676272
DIS_bootloaderCrc: 3388578679
DIS_buildConfigurationId: 13003
DIS_buildType: PLATFORM_BUILD
DIS_componentId: 5
DIS_hardwareId: CONFIGURABLE_HWID_PLACEHOLDER
DIS_infoBootLdUdsProtocolVersion: 6
DIS_infoIndex: APP_CRC
DIS_oilPumpAppCrc: 568072398
DIS_oilPumpBuildType: PLATFORM_BUILD
DIS_pcbaId: 30
DIS_platformTyp: 3
DIS_subUsageId: 0
DIS_subcomponentGitHash: 0
DIS_usageId: 2
DI_accelPedalPos: 0.0 %
DI_activeInletTempReq: 70 DegC
DI_aebState: STANDSTILL
DI_autoparkState: SNA
DI_autopilotRequest: ACTIVATE
DI_axleSpeed: -0.1 RPM
DI_brakeFLTemp: 508 DegC
DI_brakeFRTemp: 251 DegC
DI_brakePedalState: INVALID
DI_brakeRLTemp: 248 DegC
DI_brakeRRTemp: 244 DegC
DI_brkStState: UNAVAILABLE
DI_btcStateUI: ON
DI_controlStack: 0.0 %
DI_coolantFlowReq: 1.0 LPM
DI_cpu100HzAvg: 16.400000000000002 %
DI_cpu100HzMax: 0.0 %
