time_s,raw_hex,raw_rod,rod_mm,apply,internal_state
2.2777,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.317,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.3569,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.3973,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.4379,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.4791,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.517,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.5577,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.5968,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.6375,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.6779,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.7175,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.7574,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.7973,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.8391,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.878,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.9178,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.9573,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
2.9977,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.0379,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.0779,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.1178,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.1573,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.1974,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.238,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.2778,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.3175,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.357,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.3955,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.4373,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.4788,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.5178,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.5578,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.5955,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.6378,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.6741,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.7176,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.7576,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.795,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.8374,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.8781,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.9171,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.9571,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
3.994,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.0378,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.0779,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.1171,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.1571,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.1974,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.238,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.2781,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.3143,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.3603,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.3974,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.4378,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.479,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.5152,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.5576,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.5945,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.6376,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.674,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.7143,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.7574,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.7971,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.8382,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.874,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.914,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.9601,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
4.997,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.0379,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.0751,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.1171,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.1571,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.197,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.2355,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.2752,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.3177,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.3575,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.3975,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.4341,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.4791,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.5142,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.5575,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.5975,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.6357,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.6782,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.7172,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.7572,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.7951,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.8357,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.8782,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.918,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.9572,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
5.9971,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.0382,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.0781,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.1173,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.1577,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.1975,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.2377,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.2782,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.3172,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.3573,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.3973,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.4353,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.4765,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.5141,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.5602,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.5971,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.6382,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.6782,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.7142,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.7605,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.7975,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.838,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.878,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.9144,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.9576,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
6.9972,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.038,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.0743,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.1142,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.1573,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.1972,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.238,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.2743,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.317,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.3546,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.3976,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.4345,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.4785,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.5181,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.557,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.597,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.6354,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.6783,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.7173,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.7573,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.7979,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.8357,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.8781,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.9181,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.9571,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
7.9979,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.0376,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.0782,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.117,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.1571,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.1979,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.2374,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.2784,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.3181,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.3577,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.3979,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.4379,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.4792,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.5169,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.5577,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.5974,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.6379,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.6783,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.7169,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.7571,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.7973,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.8374,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.8774,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.9169,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.9586,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
8.9973,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.0386,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.0783,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.1169,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.1569,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.1973,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.2373,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.2782,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.3174,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.3605,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.3973,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.438,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.4784,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.5146,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.5574,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.598,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.638,00 58 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.6775,01 59 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.7169,02 5a e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.757,03 5b e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.7973,04 5c e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.8374,05 5d e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.8774,06 5e e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.9175,07 5f e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.9569,f8 50 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
9.9979,f9 51 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.038,fa 52 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.0784,fb 53 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.1169,fc 54 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.1575,fd 55 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.1979,fe 56 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
10.2375,ff 57 e1 27 00,319,-0.015625,BRAKES_NOT_APPLIED,NO_MODE_ACTIVE
