file,id,message,dlc,signal,start,length,byte_order,signed,scale,offset,minimum,maximum,unit,mux,mux_ids,choices,comment,message_comment,asc_frames,asc_dlcs
Model3CAN.dbc,0x221,ID221VCFRONT_LVPowerState,8,VCFRONT_iBoosterLVState,24,2,little_endian,False,1,0,0,3,,VCFRONT_LVPowerStateIndex,[0],"{""3"": ""LV_FAULT"", ""2"": ""LV_GOING_DOWN"", ""0"": ""LV_OFF"", ""1"": ""LV_ON""}",,,3399,"{""8"": 3399}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterState,8,2,little_endian,False,1,0,0,2,,VCFRONT_eFuseDebugStatusIndex,[3],"{""2"": ""EFUSE_STATE_LOCKED_OUT"", ""0"": ""EFUSE_STATE_OFF"", ""1"": ""EFUSE_STATE_ON""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterFault,10,1,little_endian,False,1,0,0,1,,VCFRONT_eFuseDebugStatusIndex,[3],{},,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterSelfTestResult,11,4,little_endian,False,1,0,0,11,,VCFRONT_eFuseDebugStatusIndex,[3],"{""4"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_EFUSE_OUTPUT_SHORT"", ""8"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_ENABLE_HIGH_MALFUNCTION"", ""6"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_ENABLE_LOW_MALFUNCTION"", ""10"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_NOT_LATCHED"", ""7"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_POWER_FET_CHANNEL_OPEN"", ""5"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_POWER_FET_STUCK_ON"", ""3"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_RAILS_UNSTABLE"", ""9"": ""EFUSE_SELF_TEST_EFUSE_RESULT_FAILED_TURN_OFF_PATH_TOO_SLOW"", ""0"": ""EFUSE_SELF_TEST_EFUSE_RESULT_NOT_RUN"", ""2"": ""EFUSE_SELF_TEST_EFUSE_RESULT_PASSED"", ""1"": ""EFUSE_SELF_TEST_EFUSE_RESULT_RUNNING"", ""11"": ""EFUSE_SELF_TEST_EFUSE_RESULT_SKIPPED""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterTemp,15,11,little_endian,False,0.125,-40,-40,150,C,VCFRONT_eFuseDebugStatusIndex,[3],{},,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterVoltage,31,16,little_endian,False,0.1,0,0,6553.5,V,VCFRONT_eFuseDebugStatusIndex,[3],{},,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2F1,ID2F1VCFRONT_eFuseDebugStatus,8,VCFRONT_iBoosterCurrent,47,16,little_endian,False,0.1,0,0,6553.5,A,VCFRONT_eFuseDebugStatusIndex,[3],{},,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_iBoosterWakeLine,3,1,little_endian,False,1,0,0,1,,VCFRONT_statusIndex,[1],{},,,10623,"{""8"": 10623}"
Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_iBoosterStateDBG,5,3,little_endian,False,1,0,0,4,,VCFRONT_statusIndex,[1],"{""4"": ""IBOOSTER_FORCE_OFF"", ""2"": ""IBOOSTER_GOING_DOWN"", ""0"": ""IBOOSTER_OFF"", ""1"": ""IBOOSTER_ON"", ""3"": ""IBOOSTER_WRITING_DATA_SHUTDOWN""}",,,10623,"{""8"": 10623}"
Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_pressureRefrigSuction,32,7,little_endian,False,0.125,0,0,11.5,bar,VCFRONT_statusIndex,[3],"{""127"": ""SNA""}",,,10623,"{""8"": 10623}"
Model3CAN.dbc,0x2E1,ID2E1VCFRONT_status,8,VCFRONT_pressureRefrigDischarge,40,8,little_endian,False,0.125,0,0,31.75,bar,VCFRONT_statusIndex,[3],"{""255"": ""SNA""}",,,10623,"{""8"": 10623}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_estPressureLiq,5,7,little_endian,False,0.25,0,0,31.75,bar,VCFRONT_logging1HzIndex,[10],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_hpForceScavenge,5,1,little_endian,False,1,0,0,1,,VCFRONT_logging1HzIndex,[16],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_condenserPressureLimit,8,6,little_endian,False,0.16,10,10,20,bar,VCFRONT_logging1HzIndex,[1],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_dischargePressureTarget,8,7,little_endian,False,0.25,0,0,26,bar,VCFRONT_logging1HzIndex,[14],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_estPressureSuct,12,7,little_endian,False,0.125,0,0,11.5,bar,VCFRONT_logging1HzIndex,[10],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_estPressureDisch,19,7,little_endian,False,0.25,0,0,31.75,bar,VCFRONT_logging1HzIndex,[10],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_pressureRefrigDischEst,24,5,little_endian,False,1,0,0,31,bar,VCFRONT_logging1HzIndex,[16],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_suctionPressureTarget,32,6,little_endian,False,0.15,0,0,8,bar,VCFRONT_logging1HzIndex,[14],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_dischargePressureLimit,48,7,little_endian,False,0.25,0,0,26,bar,VCFRONT_logging1HzIndex,[19],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x381,ID381VCFRONT_logging1Hz,8,VCFRONT_pressureRefrigSuctionEst,51,7,little_endian,False,0.12,0,0,14.36,bar,VCFRONT_logging1HzIndex,[16],{},,,4721,"{""8"": 4721}"
Model3CAN.dbc,0x186,ID186DIF_torque,8,DIF_slavePedalPos,56,8,little_endian,False,0.4,0,0,100,%,,,"{""255"": ""SNA""}",,,0,{}
Model3CAN.dbc,0x396,ID396FrontOilPump,8,FrontOilPumpPressureEstimate396,40,8,little_endian,False,2,0,0,500,kPa,,,{},,swapped with 395 in old firmware,0,{}
Model3CAN.dbc,0x396,ID396FrontOilPump,8,FrontOilPumpPressureExpected396,48,8,little_endian,False,2,0,0,500,kPa,,,{},,swapped with 395 in old firmware,0,{}
Model3CAN.dbc,0x395,ID395DIR_oilPump,8,DIR_oilPumpPressureEstimate,40,8,little_endian,False,2,0,0,500,kPa,,,{},,swapped with 396 in old firmware,1700,"{""8"": 1700}"
Model3CAN.dbc,0x395,ID395DIR_oilPump,8,DIR_oilPumpPressureExpected,48,8,little_endian,False,2,0,0,500,kPa,,,{},,swapped with 396 in old firmware,1700,"{""8"": 1700}"
Model3CAN.dbc,0x395,ID395DIR_oilPump,8,DIR_oilPumpPressureResidual,56,8,little_endian,False,4,-500,-500,500,kPa,,,{},,swapped with 396 in old firmware,1700,"{""8"": 1700}"
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrL,0,12,little_endian,False,2,0,0,8190,Nm,,,"{""4095"": ""SNA""}",,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueFrR,12,12,little_endian,False,2,0,0,8190,Nm,,,"{""4095"": ""SNA""}",,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueReL,24,12,little_endian,False,2,0,0,8190,Nm,,,"{""4095"": ""SNA""}",,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueReR,36,12,little_endian,False,2,0,0,8190,Nm,,,"{""4095"": ""SNA""}",,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueQF,50,1,little_endian,False,1,0,0,1,,,,"{""1"": ""IN_SPEC"", ""0"": ""UNDEFINABLE_ACCURACY""}",,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueCounter,52,4,little_endian,False,1,0,0,15,,,,{},,,0,{}
Model3CAN.dbc,0x185,ID185ESP_brakeTorque,8,ESP_brakeTorqueChecksum,56,8,little_endian,False,1,0,0,255,,,,{},,,0,{}
Model3CAN.dbc,0x3C2,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakeSwitchPressed,4,1,little_endian,False,1,0,0,1,,VCLEFT_switchStatusIndex,[0],{},,,3408,"{""8"": 3408}"
Model3CAN.dbc,0x3C2,ID3C2VCLEFT_switchStatus,8,VCLEFT_brakePressed,60,1,little_endian,False,1,0,0,1,,VCLEFT_switchStatusIndex,[0],{},,,3408,"{""8"": 3408}"
Model3CAN.dbc,0x293,ID293UI_chassisControl,8,UI_parkBrakeRequest,5,2,little_endian,False,1,0,0,3,,,,"{""0"": ""PARK_BRAKE_REQUEST_IDLE"", ""1"": ""PARK_BRAKE_REQUEST_PRESSED"", ""3"": ""PARK_BRAKE_REQUEST_SNA""}",,,340,"{""8"": 340}"
Model3CAN.dbc,0x293,ID293UI_chassisControl,8,UI_pedalSafetyEnable,42,2,little_endian,False,1,0,0,3,,,,"{""0"": ""PEDAL_SAFETY_OFF"", ""1"": ""PEDAL_SAFETY_ON"", ""3"": ""SNA""}",,,340,"{""8"": 340}"
Model3CAN.dbc,0x321,ID321VCFRONT_sensors,8,VCFRONT_brakeFluidLevel,22,2,little_endian,False,1,0,0,2,,,,"{""1"": ""LOW"", ""2"": ""NORMAL"", ""0"": ""SNA""}",,,170,"{""8"": 170}"
Model3CAN.dbc,0x201,ID201VCFRONT_loggingAndVitals10Hz,8,VCFRONT_pressureRefrigLiquid,40,8,little_endian,False,0.125,0,0,31.75,bar,VCFRONT_loggingAndVitals10HzInde,[1],"{""255"": ""SNA""}",,,6799,"{""8"": 6799}"
Model3CAN.dbc,0x201,ID201VCFRONT_loggingAndVitals10Hz,8,VCFRONT_pressureRefrigSuctionVit,46,7,little_endian,False,0.125,0,0,11.5,bar,VCFRONT_loggingAndVitals10HzInde,[2],"{""127"": ""SNA""}",,,6799,"{""8"": 6799}"
Model3CAN.dbc,0x201,ID201VCFRONT_loggingAndVitals10Hz,8,VCFRONT_pressureRefrigDischargeV,53,8,little_endian,False,0.125,0,0,31.75,bar,VCFRONT_loggingAndVitals10HzInde,[2],"{""255"": ""SNA""}",,,6799,"{""8"": 6799}"
Model3CAN.dbc,0x118,ID118DriveSystemStatus,8,DI_brakePedalState,19,2,little_endian,False,1,0,0,2,,,,"{""2"": ""INVALID"", ""0"": ""OFF"", ""1"": ""ON""}",Brake Pedal,,16998,"{""8"": 16998}"
Model3CAN.dbc,0x118,ID118DriveSystemStatus,8,DI_regenLight,26,1,little_endian,False,1,0,0,1,,,,{},Regen Brake,,16998,"{""8"": 16998}"
Model3CAN.dbc,0x118,ID118DriveSystemStatus,8,DI_accelPedalPos,32,8,little_endian,False,0.4,0,0,100,%,,,"{""255"": ""SNA""}",Pedal Position,,16998,"{""8"": 16998}"
Model3CAN.dbc,0x108,ID108DIR_torque,8,DIR_slavePedalPos,56,8,little_endian,False,0.4,0,0,100,%,,,"{""255"": ""SNA""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x31F,ID31FTPMSsensors,8,TPMSFLpressure31F,0,8,little_endian,False,0.025,0,0,6.375,bar,,,{},,,0,{}
Model3CAN.dbc,0x31F,ID31FTPMSsensors,8,TPMSFRpressure31F,16,8,little_endian,False,0.025,0,0,6.375,bar,,,{},,,0,{}
Model3CAN.dbc,0x31F,ID31FTPMSsensors,8,TPMSRLpressure31F,32,8,little_endian,False,0.025,0,0,6.375,bar,,,{},,,0,{}
Model3CAN.dbc,0x31F,ID31FTPMSsensors,8,TPMSRRpressure31F,48,8,little_endian,False,0.025,0,0,6.375,bar,,,{},,,0,{}
Model3CAN.dbc,0x3FE,ID3FEbrakeTemps,5,BrakeTempFL3FE,0,10,little_endian,False,1,-40,,,C,,,{},,Brake Temps Estimated,170,"{""8"": 170}"
Model3CAN.dbc,0x3FE,ID3FEbrakeTemps,5,BrakeTempFR3FE,10,10,little_endian,False,1,-40,,,C,,,{},,Brake Temps Estimated,170,"{""8"": 170}"
Model3CAN.dbc,0x3FE,ID3FEbrakeTemps,5,BrakeTempRL3FE,20,10,little_endian,False,1,-40,,,C,,,{},,Brake Temps Estimated,170,"{""8"": 170}"
Model3CAN.dbc,0x3FE,ID3FEbrakeTemps,5,BrakeTempRR3FE,30,10,little_endian,False,1,-40,,,C,,,{},,Brake Temps Estimated,170,"{""8"": 170}"
Model3CAN.dbc,0x7FF,ID7FFcarConfig,8,GTW_xcpIbst,15,1,little_endian,False,1,0,0,1,,GTW_carConfigMultiplexer,[2],"{""0"": ""FALSE"", ""1"": ""TRUE""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x7FF,ID7FFcarConfig,8,GTW_brakeLineSwitchType,39,1,little_endian,False,1,0,0,1,,GTW_carConfigMultiplexer,[3],"{""0"": ""DI_VC_SHARED"", ""1"": ""VC_ONLY""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc,0x7FF,ID7FFcarConfig,8,GTW_brakeHWType,59,2,little_endian,False,1,0,0,3,,GTW_carConfigMultiplexer,[2],"{""1"": ""BREMBO_LARGE_P42_BREMBO_44MOC"", ""3"": ""BREMBO_LARGE_P42_BREMBO_LARGE_44MOC"", ""2"": ""BREMBO_LARGE_P42_MANDO_43MOC"", ""0"": ""BREMBO_P42_MANDO_43MOC""}",,,1700,"{""8"": 1700}"
Model3CAN.dbc.txt,0x123,ID123UI_alertMatrix1,8,UI_a015_TPMSOverPressureWarning,14,1,little_endian,False,1,0,0,1,,,,{},,,1706,"{""8"": 1706}"
Model3CAN.dbc.txt,0x123,ID123UI_alertMatrix1,8,UI_a019_ParkBrakeFault,18,1,little_endian,False,1,0,0,1,,,,{},,,1706,"{""8"": 1706}"
Model3CAN.dbc.txt,0x123,ID123UI_alertMatrix1,8,UI_a031_BrakeFluidLow,30,1,little_endian,False,1,0,0,1,,,,{},,,1706,"{""8"": 1706}"
Model3CAN.dbc.txt,0x123,ID123UI_alertMatrix1,8,UI_a049_BrakeShiftRequired,48,1,little_endian,False,1,0,0,1,,,,{},,,1706,"{""8"": 1706}"
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_hydraulicBoostEnabled,19,1,little_endian,False,1,0,0,1,,,,{},,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_brakeLamp,21,1,little_endian,False,1,0,0,1,,,,"{""0"": ""LAMP_OFF"", ""1"": ""LAMP_ON""}",,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_absBrakeEvent2,22,2,little_endian,False,1,0,0,3,,,,"{""2"": ""ABS_EVENT_ACTIVE_FRONT"", ""1"": ""ABS_EVENT_ACTIVE_FRONT_REAR"", ""3"": ""ABS_EVENT_ACTIVE_REAR"", ""0"": ""ABS_EVENT_NOT_ACTIVE""}",,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_brakeDiscWipingActive,28,1,little_endian,False,1,0,0,1,,,,"{""1"": ""BDW_ACTIVE"", ""0"": ""BDW_INACTIVE""}",,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_driverBrakeApply,29,2,little_endian,False,1,0,0,3,,,,"{""2"": ""Driver_applying_brakes"", ""3"": ""Faulty_SNA"", ""0"": ""NotInit_orOff"", ""1"": ""Not_Applied""}",,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_brakeApply,31,1,little_endian,False,1,0,0,1,,,,"{""1"": ""BLS_ACTIVE"", ""0"": ""BLS_INACTIVE""}",,,0,{}
Model3CAN.dbc.txt,0x145,ID145ESP_status,8,ESP_brakeTorqueTarget,51,13,little_endian,False,2,0,0,16382,Nm,,,"{""8191"": ""SNA""}",,,0,{}
Model3CAN.dbc.txt,0x219,ID219VCSEC_TPMSData,5,VCSEC_TPMSPressure0,8,8,little_endian,False,0.025,0,0,6.35,bar,VCSEC_TPMSDataIndex,[0],"{""255"": ""SNA""}",,,1699,"{""7"": 1699}"
Model3CAN.dbc.txt,0x219,ID219VCSEC_TPMSData,5,VCSEC_TPMSPressure1,8,8,little_endian,False,0.025,0,0,6.35,bar,VCSEC_TPMSDataIndex,[1],"{""255"": ""SNA""}",,,1699,"{""7"": 1699}"
Model3CAN.dbc.txt,0x219,ID219VCSEC_TPMSData,5,VCSEC_TPMSPressure2,8,8,little_endian,False,0.025,0,0,6.35,bar,VCSEC_TPMSDataIndex,[2],"{""255"": ""SNA""}",,,1699,"{""7"": 1699}"
Model3CAN.dbc.txt,0x219,ID219VCSEC_TPMSData,5,VCSEC_TPMSPressure3,8,8,little_endian,False,0.025,0,0,6.35,bar,VCSEC_TPMSDataIndex,[3],"{""255"": ""SNA""}",,,1699,"{""7"": 1699}"
Model3CAN.dbc.txt,0x399,ID399DAS_status,8,DAS_autoparkWaitingForBrake,26,1,little_endian,False,1,0,0,1,,,,{},,,170,"{""3"": 170}"
Model3CAN.dbc.txt,0x39D,ID39DIBST_status,5,IBST_statusChecksum,0,8,little_endian,False,1,0,0,255,,,,{},,,4249,"{""5"": 4249}"
