time_s,can_id,raw_hex,asc_dlc,current_raw_s15,current_onyx_a,current_factor_0_1_a,current_factor_0_125_a,voltage_raw_u13,voltage_onyx_v,fifth_byte
177.129100,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.228600,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.328600,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.428600,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.528600,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.628600,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.730800,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.829100,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
177.929200,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.029200,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.129100,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.228900,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.328900,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.428900,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.528900,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.628900,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.730500,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.830800,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
178.929100,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
179.029100,0x29D,d5 06 79 13 00,5,1749,128.1084783,174.9,218.625,4985,365.11236699999995,0
179.129100,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.228900,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.328500,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.428900,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.528700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.628700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.731300,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.829200,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
179.929300,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.029200,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.129600,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.228700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.328700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.428700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.528700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.628600,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.730700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.829400,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
180.929500,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.029400,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.129300,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.228900,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.328600,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.429100,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.529000,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.629000,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.730700,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.829600,0x29D,d5 06 7a 13 00,5,1749,128.1084783,174.9,218.625,4986,365.1856092,0
181.929200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.029200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.129000,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.228600,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.328600,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.428600,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.528600,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.628600,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.731000,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.829200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
182.929200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.029200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.129200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.228700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.328700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.428700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.528700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.628700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.731200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.829200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
183.929300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.029300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.129200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.228800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.328800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.428800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.528800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.628800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.731500,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.829300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
184.929300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.029300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.129200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.228900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.328900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.428900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.528900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.628900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.731300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.829300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
185.929200,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.029300,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.129700,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.228900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.328900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.428900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.528900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.628900,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.731400,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.829800,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
186.929400,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
187.029400,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
187.129400,0x29D,d5 06 7c 13 00,5,1749,128.1084783,174.9,218.625,4988,365.33209359999995,0
187.228900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.329000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.429100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.529100,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.629400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.731300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.829900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
187.929700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.029900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.129700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.229500,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.329400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.429300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.529200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.629500,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.731300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.830000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
188.929700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.029900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.129900,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.229300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.329300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.429300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.529300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.629300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.731200,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.830000,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
189.929800,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.029800,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.129600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.229300,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.329600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.429600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.529800,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.629400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.731600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.830400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
190.929700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.030600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.129700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.229400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.329700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.429700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.529600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.629600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.732600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.830600,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
191.930400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.030400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.130400,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.229700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.329700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.429700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.529700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.629700,0x29D,d5 06 7d 13 00,5,1749,128.1084783,174.9,218.625,4989,365.4053358,0
192.731700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
192.830200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
192.930300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.030400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.130400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.229800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.329800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.429800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.529400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.731500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.830400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
193.930400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.030600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.130500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.230100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.329400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.430400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.529600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.630400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.732400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.830600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
194.930400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.030300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.130300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.229700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.329600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.429600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.529700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.629700,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.732100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.830300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
195.930200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.030400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.130200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.230100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.330200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.429900,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.530000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.630100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.732500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.832200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
196.930400,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.030600,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.130200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.230100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.329800,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.430200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.530300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.630100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.732300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.830500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
197.930500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.030500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.130300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.230200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.330300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.430000,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.530300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.630300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.732300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.830500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
198.930500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.030500,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.130300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.230100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.330100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.430300,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.530200,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
199.630100,0x29D,d5 06 7e 13 00,5,1749,128.1084783,174.9,218.625,4990,365.47857799999997,0
