time_s,can_id,raw_hex,asc_dlc,raw_start38,onyx_start38_kw,raw_start40,model3can_start40_kw
178.790100,0x212,59 5c 6a 41 83 47 52 53,8,286,35.75,583,72.875
178.891900,0x212,59 5c 6a 41 83 47 52 53,8,286,35.75,583,72.875
178.991200,0x212,59 5c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.090200,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.190200,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.290100,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.390000,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.490000,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.590000,0x212,59 1c 6a 41 83 47 52 53,8,286,35.75,583,72.875
179.690000,0x212,59 dc 69 41 83 47 52 53,8,286,35.75,583,72.875
179.790200,0x212,59 dc 69 41 83 47 52 53,8,286,35.75,583,72.875
179.892000,0x212,59 dc 69 41 83 47 52 53,8,286,35.75,583,72.875
179.990000,0x212,59 dc 69 41 83 47 52 53,8,286,35.75,583,72.875
180.090100,0x212,59 9c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.190100,0x212,59 9c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.289200,0x212,59 9c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.390000,0x212,59 9c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.490000,0x212,59 9c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.590100,0x212,59 5c 69 41 03 48 52 53,8,288,36.0,584,73.0
180.690200,0x212,59 5c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.790200,0x212,59 5c 69 41 83 47 52 53,8,286,35.75,583,72.875
180.891500,0x212,59 5c 69 41 03 48 52 53,8,288,36.0,584,73.0
180.990200,0x212,59 5c 69 41 83 47 52 53,8,286,35.75,583,72.875
181.090200,0x212,59 1c 69 41 83 47 52 53,8,286,35.75,583,72.875
181.190100,0x212,59 1c 69 41 83 47 52 53,8,286,35.75,583,72.875
181.290200,0x212,59 1c 69 41 83 47 52 53,8,286,35.75,583,72.875
181.390000,0x212,59 1c 69 41 03 48 52 53,8,288,36.0,584,73.0
181.489600,0x212,59 dc 68 41 03 48 52 53,8,288,36.0,584,73.0
181.589300,0x212,59 dc 68 41 83 47 52 53,8,286,35.75,583,72.875
181.690100,0x212,59 dc 68 41 83 47 52 53,8,286,35.75,583,72.875
181.790200,0x212,59 dc 68 41 83 47 52 53,8,286,35.75,583,72.875
181.892000,0x212,59 9c 68 41 03 48 52 53,8,288,36.0,584,73.0
181.991000,0x212,59 9c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.090200,0x212,59 9c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.190000,0x212,59 9c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.290200,0x212,59 5c 68 41 83 47 52 53,8,286,35.75,583,72.875
182.390000,0x212,59 5c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.490100,0x212,59 5c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.590100,0x212,59 5c 68 41 83 47 52 53,8,286,35.75,583,72.875
182.690100,0x212,59 1c 68 41 83 47 52 53,8,286,35.75,583,72.875
182.790100,0x212,59 1c 68 41 83 47 52 53,8,286,35.75,583,72.875
182.891600,0x212,59 1c 68 41 03 48 52 53,8,288,36.0,584,73.0
182.991500,0x212,59 1c 68 41 83 47 52 53,8,286,35.75,583,72.875
183.090900,0x212,59 dc 67 41 03 48 52 53,8,288,36.0,584,73.0
183.190400,0x212,59 dc 67 41 03 48 52 53,8,288,36.0,584,73.0
183.290100,0x212,59 dc 67 41 03 48 52 53,8,288,36.0,584,73.0
183.390100,0x212,59 dc 67 41 83 47 52 53,8,286,35.75,583,72.875
183.490100,0x212,59 9c 67 41 03 48 52 53,8,288,36.0,584,73.0
183.590200,0x212,59 9c 67 41 83 47 52 53,8,286,35.75,583,72.875
183.690100,0x212,59 9c 67 41 03 48 52 53,8,288,36.0,584,73.0
183.790200,0x212,59 9c 67 41 03 48 52 53,8,288,36.0,584,73.0
183.892300,0x212,59 9c 67 41 03 48 52 53,8,288,36.0,584,73.0
183.991400,0x212,59 9c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.090200,0x212,59 5c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.190200,0x212,59 5c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.289200,0x212,59 5c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.390100,0x212,59 5c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.490400,0x212,59 5c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.590200,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.690200,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.790300,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.891800,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
184.991300,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
185.090300,0x212,59 1c 67 41 03 48 52 53,8,288,36.0,584,73.0
185.190100,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.291200,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.390900,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.489600,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.589300,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.690900,0x212,59 dc 66 41 03 48 52 53,8,288,36.0,584,73.0
185.790800,0x212,59 9c 66 41 03 48 52 53,8,288,36.0,584,73.0
185.892100,0x212,59 9c 66 41 03 48 52 53,8,288,36.0,584,73.0
185.990100,0x212,59 9c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.090700,0x212,59 9c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.191400,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.291400,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.391600,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.491300,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.590000,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.691100,0x212,59 5c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.791300,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.892200,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
186.991400,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
187.091300,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
187.191300,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
187.291400,0x212,59 1c 66 41 03 48 52 53,8,288,36.0,584,73.0
187.391300,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.491400,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.591200,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.691200,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.791000,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.892100,0x212,59 dc 65 41 03 48 52 53,8,288,36.0,584,73.0
187.991300,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.091300,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.191200,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.290600,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.390200,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.491400,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.590500,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.691300,0x212,59 9c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.791400,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.891800,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
188.991400,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.090500,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.190600,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.291300,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.390600,0x212,59 5c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.491200,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.589300,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.691200,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.791300,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.892500,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
189.991300,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
190.091300,0x212,59 1c 65 41 03 48 52 53,8,288,36.0,584,73.0
190.190800,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.291200,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.391300,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.491400,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.591200,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.690900,0x212,59 dc 64 41 03 48 52 53,8,288,36.0,584,73.0
190.791300,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
190.891900,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
190.991400,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.091300,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.191400,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.291700,0x212,59 9c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.392100,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.491600,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.591400,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.691300,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.791400,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.892300,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
191.991400,0x212,59 5c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.091300,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.191400,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.290400,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.391400,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.491600,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.591400,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.691400,0x212,59 1c 64 41 03 48 52 53,8,288,36.0,584,73.0
192.791500,0x212,59 dc 63 41 03 48 52 53,8,288,36.0,584,73.0
192.892200,0x212,59 dc 63 41 03 48 52 53,8,288,36.0,584,73.0
192.991500,0x212,59 dc 63 41 03 48 52 53,8,288,36.0,584,73.0
193.091500,0x212,59 dc 63 41 03 48 52 53,8,288,36.0,584,73.0
193.191500,0x212,59 9c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.291500,0x212,59 9c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.391500,0x212,59 9c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.491400,0x212,59 9c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.591700,0x212,59 9c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.692300,0x212,59 5c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.791500,0x212,59 5c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.892200,0x212,59 5c 63 41 03 48 52 53,8,288,36.0,584,73.0
193.992300,0x212,59 5c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.091600,0x212,59 5c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.191300,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.291300,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.390400,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.490600,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.590300,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.690700,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.790700,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.892100,0x212,59 1c 63 41 03 48 52 53,8,288,36.0,584,73.0
194.991600,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.090500,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.191500,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.290200,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.390200,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.490400,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.590400,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.691600,0x212,59 dc 62 41 03 48 52 53,8,288,36.0,584,73.0
195.790300,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
195.892300,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
195.992000,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.091400,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.191400,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.290400,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.390600,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.490600,0x212,59 9c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.590600,0x212,59 5c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.690600,0x212,59 5c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.790700,0x212,59 5c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.892400,0x212,59 5c 62 41 03 48 52 53,8,288,36.0,584,73.0
196.992200,0x212,59 5c 62 41 03 48 52 53,8,288,36.0,584,73.0
197.090300,0x212,59 1c 62 41 03 48 52 53,8,288,36.0,584,73.0
197.190400,0x212,59 1c 62 41 83 47 52 53,8,286,35.75,583,72.875
197.290600,0x212,59 1c 62 41 03 48 52 53,8,288,36.0,584,73.0
197.390400,0x212,59 1c 62 41 83 47 52 53,8,286,35.75,583,72.875
197.490300,0x212,59 dc 61 41 83 47 52 53,8,286,35.75,583,72.875
197.589900,0x212,59 dc 61 41 03 48 52 53,8,288,36.0,584,73.0
197.690500,0x212,59 dc 61 41 03 48 52 53,8,288,36.0,584,73.0
197.790400,0x212,59 dc 61 41 83 47 52 53,8,286,35.75,583,72.875
197.892300,0x212,59 dc 61 41 03 48 52 53,8,288,36.0,584,73.0
197.992100,0x212,59 9c 61 41 83 47 52 53,8,286,35.75,583,72.875
198.090600,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.190400,0x212,59 9c 61 41 83 47 52 53,8,286,35.75,583,72.875
198.290500,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.392000,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.491600,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.590700,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.690600,0x212,59 9c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.790700,0x212,59 5c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.892300,0x212,59 5c 61 41 03 48 52 53,8,288,36.0,584,73.0
198.991600,0x212,59 5c 61 41 83 47 52 53,8,286,35.75,583,72.875
199.090600,0x212,59 5c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.192000,0x212,59 5c 61 41 83 47 52 53,8,286,35.75,583,72.875
199.291800,0x212,59 5c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.390400,0x212,59 5c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.490700,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.591000,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.691100,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.790700,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.892500,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
199.991500,0x212,59 1c 61 41 03 48 52 53,8,288,36.0,584,73.0
200.090700,0x212,59 1c 61 41 83 47 52 53,8,286,35.75,583,72.875
200.190600,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.289800,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.390500,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.490800,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.590700,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.690600,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.790700,0x212,59 dc 60 41 03 48 52 53,8,288,36.0,584,73.0
200.892400,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
200.990600,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.090700,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.190600,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.290600,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.390500,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.490400,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.589800,0x212,59 9c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.690400,0x212,59 5c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.790600,0x212,59 5c 60 41 83 47 52 53,8,286,35.75,583,72.875
201.893400,0x212,59 5c 60 41 03 48 52 53,8,288,36.0,584,73.0
201.990900,0x212,59 5c 60 41 83 47 52 53,8,286,35.75,583,72.875
202.090500,0x212,59 5c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.190500,0x212,59 5c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.290700,0x212,59 5c 60 41 83 47 52 53,8,286,35.75,583,72.875
202.391900,0x212,59 1c 60 41 83 47 52 53,8,286,35.75,583,72.875
202.492000,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.590600,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.690600,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.791800,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.892800,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
202.991600,0x212,59 1c 60 41 03 48 52 53,8,288,36.0,584,73.0
203.091600,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.190800,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.290600,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.390700,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.490700,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.590800,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.690600,0x212,59 dc 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.790700,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.892600,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
203.990600,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.090600,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.190500,0x212,59 9c 5f 41 83 47 52 53,8,286,35.75,583,72.875
204.289800,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.390700,0x212,59 9c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.490700,0x212,59 5c 5f 41 83 47 52 53,8,286,35.75,583,72.875
204.590700,0x212,59 5c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.690600,0x212,59 5c 5f 41 03 48 52 53,8,288,36.0,584,73.0
204.790800,0x212,59 5c 5f 41 83 47 52 53,8,286,35.75,583,72.875
204.892500,0x212,59 5c 5f 41 83 47 52 53,8,286,35.75,583,72.875
204.990800,0x212,59 5c 5f 41 83 47 52 53,8,286,35.75,583,72.875
205.090800,0x212,59 5c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.190800,0x212,59 5c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.290700,0x212,59 5c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.390700,0x212,59 1c 5f 41 83 47 52 53,8,286,35.75,583,72.875
205.490600,0x212,59 1c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.590000,0x212,59 1c 5f 41 83 47 52 53,8,286,35.75,583,72.875
205.690700,0x212,59 1c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.790700,0x212,59 1c 5f 41 03 48 52 53,8,288,36.0,584,73.0
205.892600,0x212,59 dc 5e 41 03 48 52 53,8,288,36.0,584,73.0
205.990600,0x212,59 dc 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.090700,0x212,59 dc 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.190600,0x212,59 dc 5e 41 03 48 52 53,8,288,36.0,584,73.0
206.290500,0x212,59 dc 5e 41 03 48 52 53,8,288,36.0,584,73.0
206.390500,0x212,59 dc 5e 41 03 48 52 53,8,288,36.0,584,73.0
206.490600,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.590800,0x212,59 9c 5e 41 03 48 52 53,8,288,36.0,584,73.0
206.690700,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.790800,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.892600,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
206.991600,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.091300,0x212,59 9c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.190600,0x212,59 5c 5e 41 03 48 52 53,8,288,36.0,584,73.0
207.290700,0x212,59 5c 5e 41 03 48 52 53,8,288,36.0,584,73.0
207.390700,0x212,59 5c 5e 41 03 48 52 53,8,288,36.0,584,73.0
207.491300,0x212,59 5c 5e 41 03 48 52 53,8,288,36.0,584,73.0
207.591100,0x212,59 5c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.691000,0x212,59 5c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.791300,0x212,59 5c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.892700,0x212,59 5c 5e 41 83 47 52 53,8,286,35.75,583,72.875
207.991300,0x212,59 1c 5e 41 03 48 52 53,8,288,36.0,584,73.0
208.091600,0x212,59 1c 5e 41 03 48 52 53,8,288,36.0,584,73.0
