rank,blind_score,can_id,profiles,roles,best_byte,best_bit_in_byte,evidence_count,dbc_known,dbc_message,sources
55,121.144,0x414,generic-event|window,事件附近变化|瞬时请求候选,0,0,12,no,,generic-event:事件附近变化|window:瞬时请求候选
56,121.068,0x340,generic-event|window,事件附近变化|瞬时请求候选,0,3,12,no,,generic-event:事件附近变化|window:瞬时请求候选
57,120.933,0x234,generic-event|window,事件附近变化|瞬时请求候选,7,7,55,no,,generic-event:事件附近变化|window:瞬时请求候选
58,120.822,0x201,generic-event|window,事件附近变化|瞬时请求候选,0,4,63,no,,generic-event:事件附近变化|window:瞬时请求候选
59,120.786,0x272,generic-event|window,事件附近变化|瞬时请求候选|运动过程,3,3,25,no,,generic-event:事件附近变化|window:瞬时请求候选|window:运动过程
60,120.574,0x677,generic-event|window,事件附近变化|瞬时请求候选,0,2,6,no,,generic-event:事件附近变化|window:瞬时请求候选
61,120.542,0x545,generic-event|window,事件附近变化|瞬时请求候选|运动过程,5,0,81,yes,EXP_windowMotionFeedback_LEFT,generic-event:事件附近变化|window:瞬时请求候选|window:运动过程
62,120.343,0x3A2,generic-event|window,事件附近变化|瞬时请求候选,3,1,94,no,,generic-event:事件附近变化|window:瞬时请求候选
63,120.265,0x393,generic-event|window,事件附近变化|瞬时请求候选,2,0,26,no,,generic-event:事件附近变化|window:瞬时请求候选
64,120.038,0x3BD,generic-event|window,事件附近变化|瞬时请求候选,1,2,17,no,,generic-event:事件附近变化|window:瞬时请求候选
65,119.967,0x2E1,generic-event|window,事件附近变化|瞬时请求候选,5,0,109,no,,generic-event:事件附近变化|window:瞬时请求候选
66,119.889,0x441,generic-event|window,事件附近变化|瞬时请求候选,7,6,43,no,,generic-event:事件附近变化|window:瞬时请求候选
67,119.677,0x263,generic-event|window,事件附近变化|瞬时请求候选,7,5,80,no,,generic-event:事件附近变化|window:瞬时请求候选
68,119.581,0x2C1,generic-event|window,事件附近变化|瞬时请求候选,1,0,94,no,,generic-event:事件附近变化|window:瞬时请求候选
69,119.533,0x243,generic-event|window,事件附近变化|瞬时请求候选,1,3,108,no,,generic-event:事件附近变化|window:瞬时请求候选
70,119.429,0x261,generic-event|window,事件附近变化|瞬时请求候选,4,2,111,no,,generic-event:事件附近变化|window:瞬时请求候选
71,119.278,0x31E,generic-event|window,事件附近变化|瞬时请求候选,0,0,4,no,,generic-event:事件附近变化|window:瞬时请求候选
72,119.221,0x3FD,generic-event|window,事件附近变化|瞬时请求候选,0,1,26,no,,generic-event:事件附近变化|window:瞬时请求候选
73,118.823,0x34A,generic-event|window,事件附近变化|瞬时请求候选,7,4,22,no,,generic-event:事件附近变化|window:瞬时请求候选
74,118.623,0x3AE,generic-event|window,事件附近变化|瞬时请求候选,6,4,13,no,,generic-event:事件附近变化|window:瞬时请求候选
75,118.083,0x332,generic-event|window,事件附近变化|瞬时请求候选,3,0,31,no,,generic-event:事件附近变化|window:瞬时请求候选
76,117.665,0x77A,generic-event|window,事件附近变化|瞬时请求候选,1,2,38,no,,generic-event:事件附近变化|window:瞬时请求候选
77,117.419,0x132,generic-event|window,事件附近变化|瞬时请求候选,2,3,31,no,,generic-event:事件附近变化|window:瞬时请求候选
78,117.344,0x129,generic-event|window,事件附近变化|瞬时请求候选,4,1,48,no,,generic-event:事件附近变化|window:瞬时请求候选
79,116.643,0x3F2,generic-event|window,事件附近变化|瞬时请求候选,3,5,52,no,,generic-event:事件附近变化|window:瞬时请求候选
80,116.363,0x737,generic-event|window,事件附近变化|瞬时请求候选,0,0,4,no,,generic-event:事件附近变化|window:瞬时请求候选
81,116.255,0x70B,generic-event|window,事件附近变化|瞬时请求候选,1,0,64,no,,generic-event:事件附近变化|window:瞬时请求候选
82,115.355,0x726,generic-event|window,事件附近变化|瞬时请求候选,0,0,8,no,,generic-event:事件附近变化|window:瞬时请求候选
83,114.607,0x7E8,generic-event|window,事件附近变化|瞬时请求候选,2,3,56,no,,generic-event:事件附近变化|window:瞬时请求候选
84,114.419,0x52F,generic-event|window,事件附近变化|瞬时请求候选,6,6,16,no,,generic-event:事件附近变化|window:瞬时请求候选
85,114.404,0x25D,generic-event|window,事件附近变化|瞬时请求候选,6,2,8,no,,generic-event:事件附近变化|window:瞬时请求候选
86,113.560,0x303,generic-event|window,事件附近变化|瞬时请求候选,0,0,55,no,,generic-event:事件附近变化|window:瞬时请求候选
87,112.862,0x310,generic-event|window,事件附近变化|瞬时请求候选,0,2,40,no,,generic-event:事件附近变化|window:瞬时请求候选
88,111.994,0x302,generic-event|window,事件附近变化|瞬时请求候选,4,1,53,no,,generic-event:事件附近变化|window:瞬时请求候选
89,111.111,0x23A,generic-event|window,事件附近变化|瞬时请求候选,0,1,60,no,,generic-event:事件附近变化|window:瞬时请求候选
90,110.722,0x300,generic-event,事件附近变化,0,1,55,no,,generic-event:事件附近变化
91,110.588,0x7C8,generic-event|window,事件附近变化|瞬时请求候选,0,1,53,no,,generic-event:事件附近变化|window:瞬时请求候选
92,110.511,0x301,generic-event|window,事件附近变化|瞬时请求候选,0,0,54,no,,generic-event:事件附近变化|window:瞬时请求候选
93,106.508,0x330,generic-event|window,事件附近变化|瞬时请求候选,0,1,55,no,,generic-event:事件附近变化|window:瞬时请求候选
94,98.839,0x37D,generic-event|window,事件附近变化|瞬时请求候选,6,5,65,no,,generic-event:事件附近变化|window:瞬时请求候选
95,95.764,0x724,generic-event,事件附近变化,0,1,7,no,,generic-event:事件附近变化
96,90.688,0x2D2,generic-event,事件附近变化,0,0,5,no,,generic-event:事件附近变化
97,90.201,0x293,generic-event,事件附近变化,7,5,8,no,,generic-event:事件附近变化
98,89.298,0x213,generic-event,事件附近变化,0,5,7,no,,generic-event:事件附近变化
99,88.830,0x45A,generic-event,事件附近变化,7,3,32,no,,generic-event:事件附近变化
100,88.187,0x752,generic-event,事件附近变化,0,0,46,no,,generic-event:事件附近变化
101,87.980,0x321,generic-event,事件附近变化,6,4,8,no,,generic-event:事件附近变化
102,86.389,0x407,generic-event,事件附近变化,0,1,9,no,,generic-event:事件附近变化
103,86.086,0x313,generic-event,事件附近变化,6,4,7,no,,generic-event:事件附近变化
104,85.822,0x552,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
105,85.809,0x553,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
106,85.783,0x20E,generic-event,事件附近变化,0,1,6,no,,generic-event:事件附近变化
107,85.731,0x2AA,generic-event,事件附近变化,1,5,8,no,,generic-event:事件附近变化
108,85.729,0x789,generic-event,事件附近变化,2,5,8,no,,generic-event:事件附近变化
109,85.593,0x443,generic-event,事件附近变化,0,1,9,no,,generic-event:事件附近变化
110,84.772,0x2A8,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
111,84.498,0x228,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
112,84.482,0x682,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
113,84.389,0x797,generic-event,事件附近变化,2,5,8,no,,generic-event:事件附近变化
114,84.290,0x284,generic-event,事件附近变化,7,5,8,no,,generic-event:事件附近变化
115,84.260,0x221,generic-event,事件附近变化,6,6,20,no,,generic-event:事件附近变化
116,84.153,0x39D,generic-event,事件附近变化,0,3,12,no,,generic-event:事件附近变化
117,84.092,0x420,generic-event,事件附近变化,7,1,4,no,,generic-event:事件附近变化
118,84.067,0x3DD,generic-event,事件附近变化,1,7,59,no,,generic-event:事件附近变化
119,84.062,0x2EC,generic-event,事件附近变化,1,6,8,no,,generic-event:事件附近变化
120,84.058,0x2E8,generic-event,事件附近变化,6,6,8,no,,generic-event:事件附近变化
121,84.054,0x40A,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
122,84.052,0x31A,generic-event,事件附近变化,6,5,8,no,,generic-event:事件附近变化
123,84.042,0x25B,generic-event,事件附近变化,7,6,8,no,,generic-event:事件附近变化
124,84.037,0x312,generic-event,事件附近变化,0,3,26,no,,generic-event:事件附近变化
125,84.020,0x288,generic-event,事件附近变化,6,6,8,no,,generic-event:事件附近变化
126,83.974,0x43B,generic-event,事件附近变化,0,0,2,no,,generic-event:事件附近变化
127,83.758,0x39B,generic-event,事件附近变化,6,4,8,no,,generic-event:事件附近变化
128,83.528,0x392,generic-event,事件附近变化,0,0,18,no,,generic-event:事件附近变化
129,83.457,0x3C3,generic-event,事件附近变化,0,0,20,no,,generic-event:事件附近变化
130,83.414,0x6E8,generic-event,事件附近变化,0,0,10,no,,generic-event:事件附近变化
131,83.373,0x2C3,generic-event,事件附近变化,0,0,28,no,,generic-event:事件附近变化
132,83.325,0x334,generic-event,事件附近变化,6,4,8,no,,generic-event:事件附近变化
133,83.283,0x3E9,generic-event,事件附近变化,6,4,8,no,,generic-event:事件附近变化
134,82.455,0x727,generic-event,事件附近变化,0,0,4,no,,generic-event:事件附近变化
135,82.405,0x319,generic-event,事件附近变化,0,0,40,no,,generic-event:事件附近变化
136,82.350,0x122,generic-event,事件附近变化,0,0,14,no,,generic-event:事件附近变化
137,82.318,0x3C9,generic-event,事件附近变化,0,0,24,no,,generic-event:事件附近变化
138,82.006,0x123,generic-event,事件附近变化,0,0,17,no,,generic-event:事件附近变化
139,81.731,0x142,generic-event,事件附近变化,0,0,16,no,,generic-event:事件附近变化
140,81.687,0x3CC,generic-event,事件附近变化,2,6,3,no,,generic-event:事件附近变化
141,80.869,0x3C2,generic-event,事件附近变化,0,0,22,yes,VCLEFT_switchStatus_EXP,generic-event:事件附近变化
142,80.084,0x238,generic-event,事件附近变化,6,4,7,no,,generic-event:事件附近变化
143,79.375,0x3AA,generic-event,事件附近变化,0,0,1,no,,generic-event:事件附近变化
144,78.354,0x6C8,generic-event,事件附近变化,0,0,12,no,,generic-event:事件附近变化
145,77.372,0x102,generic-event,事件附近变化,4,1,2,no,,generic-event:事件附近变化
146,77.091,0x38B,generic-event,事件附近变化,2,3,10,no,,generic-event:事件附近变化
147,76.345,0x348,generic-event,事件附近变化,4,0,4,no,,generic-event:事件附近变化
148,76.300,0x528,generic-event,事件附近变化,3,0,4,no,,generic-event:事件附近变化
149,73.240,0x366,generic-event,事件附近变化,6,5,50,no,,generic-event:事件附近变化
150,70.826,0x3A4,generic-event,事件附近变化,0,0,1,no,,generic-event:事件附近变化
151,69.290,0x264,generic-event,事件附近变化,0,1,2,no,,generic-event:事件附近变化
152,68.844,0x3C4,generic-event,事件附近变化,0,2,55,no,,generic-event:事件附近变化
153,62.643,0x232,generic-event,事件附近变化,4,2,10,no,,generic-event:事件附近变化
154,61.444,0x53E,generic-event,事件附近变化,0,2,44,no,,generic-event:事件附近变化
155,60.370,0x382,window,运动过程,1,0,1,no,,window:运动过程
156,42.448,0x400,generic-event,事件附近变化,2,4,12,no,,generic-event:事件附近变化
157,41.921,0x782,generic-event,事件附近变化,1,6,8,no,,generic-event:事件附近变化
158,38.484,0x72A,generic-event,事件附近变化,1,2,39,no,,generic-event:事件附近变化
159,36.337,0x623,generic-event,事件附近变化,7,2,62,no,,generic-event:事件附近变化
160,32.289,0x7B1,generic-event,事件附近变化,0,2,29,no,,generic-event:事件附近变化
161,30.528,0x383,generic-event,事件附近变化,4,1,5,no,,generic-event:事件附近变化
162,30.447,0x361,generic-event,事件附近变化,0,0,3,no,,generic-event:事件附近变化
163,30.240,0x295,generic-event,事件附近变化,7,2,31,no,,generic-event:事件附近变化
164,29.856,0x22B,generic-event,事件附近变化,6,4,51,no,,generic-event:事件附近变化
165,29.097,0x373,generic-event,事件附近变化,0,1,3,no,,generic-event:事件附近变化
166,28.830,0x55D,generic-event,事件附近变化,4,0,1,no,,generic-event:事件附近变化
167,28.489,0x622,generic-event,事件附近变化,1,2,11,no,,generic-event:事件附近变化
168,27.572,0x2A4,generic-event,事件附近变化,4,2,9,no,,generic-event:事件附近变化
169,19.768,0x3A3,generic-event,事件附近变化,1,4,2,no,,generic-event:事件附近变化
170,17.482,0x739,generic-event,事件附近变化,0,0,1,no,,generic-event:事件附近变化
171,16.749,0x20C,generic-event,事件附近变化,1,5,1,no,,generic-event:事件附近变化
172,15.508,0x7F1,generic-event,事件附近变化,0,0,7,no,,generic-event:事件附近变化
173,15.358,0x364,generic-event,事件附近变化,2,3,2,no,,generic-event:事件附近变化
174,0.894,0x32A,generic-event,事件附近变化,0,1,4,no,,generic-event:事件附近变化
