can_id,dlc,byte,bit,pattern,min_stage_purity,baseline,door_open,connected_idle,charging,stopped_connected,unlocked_connected,unplugged,roles
0x43D,6,0,0,0011110,1.0,0,0,1,1,1,1,0,connection_cycle
0x43D,6,0,2,0001000,1.0,0,0,0,1,0,0,0,charge_execution
0x43D,6,0,5,0001110,1.0,0,0,0,1,1,1,0,session_until_unplug
0x43D,6,1,6,0001000,1.0,0,0,0,1,0,0,0,charge_execution
0x43D,6,5,1,0001110,1.0,0,0,0,1,1,1,0,session_until_unplug
0x43D,6,5,5,0111110,1.0,0,1,1,1,1,1,0,connection_cycle
0x472,8,4,4,0001000,1.0,0,0,0,1,0,0,0,charge_execution
0x49D,7,6,5,0001110,1.0,0,0,0,1,1,1,0,session_until_unplug
0x132,6,1,0,0001000,0.997429,0,0,0,1,0,0,0,charge_execution
0x292,8,6,2,0001000,0.9675,0,0,0,1,0,0,0,charge_execution
0x264,6,3,2,0001000,0.966667,0,0,0,1,0,0,0,charge_execution
0x264,6,3,1,0001000,0.965833,0,0,0,1,0,0,0,charge_execution
0x364,4,0,2,0001000,0.942857,0,0,0,1,0,0,0,charge_execution
0x364,4,0,3,0001000,0.942857,0,0,0,1,0,0,0,charge_execution
0x364,4,0,4,0001000,0.942857,0,0,0,1,0,0,0,charge_execution
0x364,4,0,5,0001000,0.942857,0,0,0,1,0,0,0,charge_execution
0x2D2,8,0,2,1110111,0.937143,1,1,1,0,1,1,1,charge_execution
0x2D2,8,0,4,0001000,0.937143,0,0,0,1,0,0,0,charge_execution
0x383,8,2,2,0001000,0.927778,0,0,0,1,0,0,0,charge_execution
0x241,7,1,4,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x241,7,2,1,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x241,7,2,3,1110111,0.914286,1,1,1,0,1,1,1,charge_execution
0x241,7,2,4,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x241,7,4,2,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x241,7,4,7,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x241,7,5,1,1110111,0.914286,1,1,1,0,1,1,1,charge_execution
0x241,7,5,2,0001000,0.914286,0,0,0,1,0,0,0,charge_execution
0x252,8,5,4,0001000,0.910833,0,0,0,1,0,0,0,charge_execution
