case,contrast,can_id,field,a_value,b_value,a_purity,b_purity,a_samples,b_samples,score
ac_charge,charging_vs_unplugged_pre,0x204,B0.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B0.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B1.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B1.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B2.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B2.b2,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B2.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B3.b3,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B3.b4,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B3.b5,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B3.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B4.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B5.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B5.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x204,B7.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x20A,B5.b4,1,0,1.0,1.0,105,25,100.0
ac_charge,charging_vs_unplugged_pre,0x20C,B2.b1,1,0,1.0,1.0,1049,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B0.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B1.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B1.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B2.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B3.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B4.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B5.b0,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B5.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B5.b5,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B5.b6,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B5.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B6.b0,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B6.b1,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B6.b2,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B6.b6,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B7.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x212,B7.b5,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B0.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B0.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B0.b3,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B0.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B1.b6,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B2.b0,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B2.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B2.b2,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B2.b4,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B3.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B4.b7,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B6.b4,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x21D,B6.b5,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x228,B3.b0,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x228,B3.b1,1,0,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x228,B5.b7,0,1,1.0,1.0,1050,250,100.0
ac_charge,charging_vs_unplugged_pre,0x228,B7.b0,1,0,1.0,1.0,1050,250,100.0
