time_s,signal_key,can_id,asc_dlc,raw_hex,decoded_value,decode_source
2.622300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
2.722300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
2.822300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
2.922300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.022300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.122300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.222300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.322300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.422300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.522400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.622300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.722400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
3.822400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
3.922400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.022400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.122400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.222400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
4.322400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.422400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.522600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.622400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
4.722400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.822400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
4.922400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.022400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
5.122500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.222500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.322500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.422500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
5.522500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
5.622500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.722500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
5.822500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
5.922500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
6.022500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.122500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.222500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.322500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
6.422500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.522700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.622600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
6.722600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
6.822600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
6.922600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.022600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.122600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.222600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.322600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.422600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
7.522600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
7.622600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.722600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.822600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
7.922700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
8.022700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.122700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.222700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.322700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.422700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
8.522900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.622700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.722700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
8.822700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
8.922700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.022700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.123000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
9.222800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.322700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.422800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.522800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.622800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.722800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.822800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
9.922800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.022800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.122800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.222800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.322800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.422800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.522800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.622800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.722900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.822800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
10.922900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.022900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.122900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.222900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
11.322900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.422900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.522900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.622900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.722900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.822900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
11.922900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.022900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
12.122900,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.223000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.323000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.423200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.523000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.623000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.723000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.823000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
12.923000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.023000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.123000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
13.223000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.323000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
13.423000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.523000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.623000,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.723100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.823100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
13.923100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.023100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.123100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.223100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.323100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.423100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.523100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.623100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.723100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.823100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
14.923100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
15.023100,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.123200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.223200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.323200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.423200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.523200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
15.623200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
15.723400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.823200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
15.923200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.023200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.123200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.223200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.323200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.423200,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
16.523300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.623300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.723300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
16.823300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
16.923300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
17.023300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.123300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.223300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.323300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.423300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.523300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.623300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.723300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.823300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
17.923300,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.023400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.123400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.223400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.323400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.423400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.523400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
18.623400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.723400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.823400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
18.923400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
19.023600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
19.123400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
19.223400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
19.323400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
19.423400,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
19.523500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
19.623500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
19.723700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
19.823700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
19.923700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.023500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.123500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.223500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.323500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.423500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.523500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
20.623500,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
20.723600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.823600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
20.923600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.023600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
21.123600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
21.223600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.323600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.423700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0e 91 09,CLOSED,ONYX
21.523600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.623600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.723600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.823600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
21.923600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.023700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.123600,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.223700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.323800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
22.423700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.523700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.623700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.723700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
22.823700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
22.923700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.023700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.123700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.223700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.323700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.423700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.523800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
23.623700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.723800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.823800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
23.923800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
24.023800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
24.123800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8a 0c 91 09,CLOSED,ONYX
24.223800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0c 91 09,CLOSED,ONYX
24.323800,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 04 8c 0e 91 09,CLOSED,ONYX
