time_s,source_time_s,signal_key,can_id,asc_dlc,raw_hex,decoded_value,decode_source
2.590100,2.590100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
2.690100,2.690100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
2.790100,2.790100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
2.890100,2.890100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
2.990100,2.990100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.090100,3.090100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.190100,3.190100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.290100,3.290100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.390100,3.390100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.490100,3.490100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.590100,3.590100,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.690200,3.690200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.790200,3.790200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.890300,3.890300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
3.990200,3.990200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.090200,4.090200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.190200,4.190200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.290200,4.290200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.390200,4.390200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.490200,4.490200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.590200,4.590200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.690200,4.690200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.790200,4.790200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.890200,4.890200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
4.990200,4.990200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.090200,5.090200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.190200,5.190200,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.290300,5.290300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.390300,5.390300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.490300,5.490300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.590300,5.590300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.690300,5.690300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.790300,5.790300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.890300,5.890300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
5.990300,5.990300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.090300,6.090300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.190300,6.190300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.290300,6.290300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.390300,6.390300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.490300,6.490300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.590300,6.590300,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.690400,6.690400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.790400,6.790400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.890400,6.890400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
6.990400,6.990400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.090400,7.090400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.190600,7.190600,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.290400,7.290400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.390400,7.390400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.490400,7.490400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0e a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.590400,7.590400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.690400,7.690400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.790400,7.790400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.890400,7.890400,VCLEFT_frontLatchStatus,0x102,8,22 b3 88 04 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.924700,7.924700,VCLEFT_frontLatchStatus,0x102,8,22 b3 48 84 8c 0c a1 09,CLOSED,input/tesla_model3_ONYX.dbc
7.984500,7.984500,VCLEFT_frontLatchStatus,0x102,8,21 33 49 84 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
7.990400,7.990400,VCLEFT_frontLatchStatus,0x102,8,21 33 49 84 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
7.994700,7.994700,VCLEFT_frontLatchStatus,0x102,8,21 33 49 84 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.034500,8.034500,VCLEFT_frontLatchStatus,0x102,8,21 23 49 84 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.074600,8.074600,VCLEFT_frontLatchStatus,0x102,8,21 23 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.090500,8.090500,VCLEFT_frontLatchStatus,0x102,8,21 23 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.190500,8.190500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.290500,8.290500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.390500,8.390500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.434500,8.434500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.463600,8.463600,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.474700,8.474700,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.490500,8.490500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.524700,8.524700,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.590500,8.590500,VCLEFT_frontLatchStatus,0x102,8,21 22 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.604800,8.604800,VCLEFT_frontLatchStatus,0x102,8,21 32 49 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.634500,8.634500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.690500,8.690500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.790500,8.790500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.890500,8.890500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
8.990500,8.990500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.090500,9.090500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.190500,9.190500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.290500,9.290500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.390600,9.390600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.490500,9.490500,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.590600,9.590600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.690600,9.690600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.790600,9.790600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.890600,9.890600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
9.990600,9.990600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.090600,10.090600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.190600,10.190600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.290600,10.290600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.390600,10.390600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.490800,10.490800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.590600,10.590600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.690600,10.690600,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.790700,10.790700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.890700,10.890700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
10.990700,10.990700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.090700,11.090700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.190700,11.190700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.290700,11.290700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.390700,11.390700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.490700,11.490700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.590700,11.590700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.690700,11.690700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.790700,11.790700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.890700,11.890700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
11.990700,11.990700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.090700,12.090700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.190700,12.190700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.290700,12.290700,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.390800,12.390800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.490800,12.490800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.590800,12.590800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.690800,12.690800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.790800,12.790800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.890800,12.890800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
12.990800,12.990800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.090800,13.090800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.190800,13.190800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.290800,13.290800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.390800,13.390800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.490800,13.490800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.590800,13.590800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.690800,13.690800,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.791000,13.791000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.890900,13.890900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
13.990900,13.990900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.090900,14.090900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.190900,14.190900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.290900,14.290900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.390900,14.390900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.490900,14.490900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.590900,14.590900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.690900,14.690900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.790900,14.790900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.890900,14.890900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0e a1 09,OPENED,input/tesla_model3_ONYX.dbc
14.990900,14.990900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.090900,15.090900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.190900,15.190900,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.291000,15.291000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.391000,15.391000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.491000,15.491000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.591000,15.591000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.691000,15.691000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.791000,15.791000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.891000,15.891000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
15.991000,15.991000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.091000,16.091000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.191000,16.191000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.291000,16.291000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.391000,16.391000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.491000,16.491000,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.591100,16.591100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.691100,16.691100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.791100,16.791100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.891100,16.891100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
16.991100,16.991100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.091200,17.091200,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.191100,17.191100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.291100,17.291100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.391100,17.391100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.491100,17.491100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.591100,17.591100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
17.691100,17.691100,VCLEFT_frontLatchStatus,0x102,8,21 72 48 04 8c 0c a1 09,OPENED,input/tesla_model3_ONYX.dbc
