time_s,source_time_s,signal_key,can_id,asc_dlc,raw_hex,decoded_value,decode_source,definition_fingerprint
1.179100,1.179100,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.279100,1.279100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d9 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.279100,1.279100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.379300,1.379300,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d3 0d dc 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.379300,1.379300,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d3 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.479100,1.479100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d db 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.479100,1.479100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.579100,1.579100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d9 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.579100,1.579100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.679000,1.679000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d d9 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.679000,1.679000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.779300,1.779300,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d4 0d dd 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.779300,1.779300,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.879200,1.879200,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d9 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.879200,1.879200,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
1.979200,1.979200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d d8 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
1.979200,1.979200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d d8 00,21.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.079200,2.079200,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.079200,2.079200,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.179000,2.179000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d d6 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.179000,2.179000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.279300,2.279300,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d db 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.279300,2.279300,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.379200,2.379200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d de 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.379200,2.379200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.479100,2.479100,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.479100,2.479100,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.579000,2.579000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d de 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.579000,2.579000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.679200,2.679200,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d de 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.679200,2.679200,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.779000,2.779000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d e2 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.779000,2.779000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d e2 00,22.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.879000,2.879000,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d db 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.879000,2.879000,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
2.979000,2.979000,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d df 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
2.979000,2.979000,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.079000,3.079000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d e5 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.079000,3.079000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d e5 00,22.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.179000,3.179000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dd 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.179000,3.179000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.279000,3.279000,PCS_dcdcLvBusVolt,0x2B4,6,15 05 d4 0d e1 00,13.01,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.279000,3.279000,PCS_dcdcLvOutputCurrent,0x2B4,6,15 05 d4 0d e1 00,22.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.379200,3.379200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e8 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.379200,3.379200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e8 00,23.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.479000,3.479000,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dd 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.479000,3.479000,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.579100,3.579100,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e6 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.579100,3.579100,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e6 00,23,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.679100,3.679100,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e7 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.679100,3.679100,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e7 00,23.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.779100,3.779100,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d4 0d e7 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.779100,3.779100,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d4 0d e7 00,23.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.879300,3.879300,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d e5 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.879300,3.879300,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d e5 00,22.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
3.979000,3.979000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d3 0d e8 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
3.979000,3.979000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d3 0d e8 00,23.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.079100,4.079100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d3 0d eb 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.079100,4.079100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d3 0d eb 00,23.5,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.178900,4.178900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d e3 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.178900,4.178900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d e3 00,22.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.279100,4.279100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d e6 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.279100,4.279100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d e6 00,23,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.379100,4.379100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d ea 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.379100,4.379100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d ea 00,23.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.479000,4.479000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d3 0d e2 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.479000,4.479000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d3 0d e2 00,22.6,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.578900,4.578900,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d e5 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.578900,4.578900,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d e5 00,22.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.679100,4.679100,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d e7 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.679100,4.679100,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d e7 00,23.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.778900,4.778900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d dc 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.778900,4.778900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.879100,4.879100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d e0 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.879100,4.879100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
4.978900,4.978900,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d3 0d e0 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
4.978900,4.978900,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d3 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.079100,5.079100,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d db 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.079100,5.079100,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.179100,5.179100,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d9 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.179100,5.179100,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.279200,5.279200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d d9 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.279200,5.279200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.379200,5.379200,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d da 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.379200,5.379200,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.478900,5.478900,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d d5 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.478900,5.478900,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d d5 00,21.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.579000,5.579000,PCS_dcdcLvBusVolt,0x2B4,6,0d 05 d4 0d d6 00,12.93,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.579000,5.579000,PCS_dcdcLvOutputCurrent,0x2B4,6,0d 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.679000,5.679000,PCS_dcdcLvBusVolt,0x2B4,6,0f 05 d4 0d d9 00,12.95,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.679000,5.679000,PCS_dcdcLvOutputCurrent,0x2B4,6,0f 05 d4 0d d9 00,21.7,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.778900,5.778900,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d d6 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.778900,5.778900,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d d6 00,21.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.879200,5.879200,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d db 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.879200,5.879200,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d db 00,21.9,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
5.978900,5.978900,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d dd 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
5.978900,5.978900,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d dd 00,22.1,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.079000,6.079000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d da 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.079000,6.079000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d da 00,21.8,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.178800,6.178800,PCS_dcdcLvBusVolt,0x2B4,6,12 05 d4 0d de 00,12.98,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.178800,6.178800,PCS_dcdcLvOutputCurrent,0x2B4,6,12 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.279000,6.279000,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d df 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.279000,6.279000,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.379300,6.379300,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.379300,6.379300,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d de 00,22.2,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.479000,6.479000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d dc 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.479000,6.479000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.579000,6.579000,PCS_dcdcLvBusVolt,0x2B4,6,13 05 d4 0d e0 00,12.99,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.579000,6.579000,PCS_dcdcLvOutputCurrent,0x2B4,6,13 05 d4 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.679000,6.679000,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d e0 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.679000,6.679000,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d4 0d e0 00,22.4,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.778800,6.778800,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d3 0d dc 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.778800,6.778800,PCS_dcdcLvOutputCurrent,0x2B4,6,11 05 d3 0d dc 00,22,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.879200,6.879200,PCS_dcdcLvBusVolt,0x2B4,6,10 05 d4 0d df 00,12.96,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
6.879200,6.879200,PCS_dcdcLvOutputCurrent,0x2B4,6,10 05 d4 0d df 00,22.3,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:32:13:little_endian:1:0.1:0
6.978800,6.978800,PCS_dcdcLvBusVolt,0x2B4,6,11 05 d4 0d de 00,12.97,dbc\Model3_ETH_json_reference_optional.dbc,2B4:6:0:13:little_endian:0:0.01:0
