run,time_s,raw_108,request_Nm,actual_Nm,error_Nm,rod_mm,rod_mm_sample_s,apply,apply_sample_s,pedal_pct,pedal_pct_sample_s,speed_kmh,speed_kmh_sample_s,gear,gear_sample_s,brake_switch,brake_switch_sample_s,included_old,included_new
1,36.1629,01 79 05 ba 02 93 06 25,174.0,174.0,0.0,-0.015625,36.1548,BRAKES_NOT_APPLIED,36.1548,14.0,36.1617,20.96,36.1425,D,36.1617,0.0,36.1343,True,True
1,36.2628,f8 6a 05 ba 02 99 06 25,172.0,174.0,2.0,-0.015625,36.2349,BRAKES_NOT_APPLIED,36.2349,14.0,36.2617,21.04,36.2425,D,36.2617,0.0,36.2343,True,True
1,36.3632,c0 4b 05 a2 02 98 06 25,168.0,168.0,0.0,-0.015625,36.3548,BRAKES_NOT_APPLIED,36.3548,14.0,36.3618,21.120000000000005,36.3426,D,36.3618,0.0,36.3343,True,True
1,36.463,7b 0c 05 82 02 b2 06 25,160.0,160.0,0.0,-0.015625,36.4349,BRAKES_NOT_APPLIED,36.4349,14.0,36.4618,21.120000000000005,36.4426,D,36.4618,0.0,36.4343,True,True
1,36.5631,a0 2d 05 9a 02 9e 06 25,164.0,166.0,2.0,-0.015625,36.5548,BRAKES_NOT_APPLIED,36.5548,14.0,36.5617,21.28,36.5628,D,36.5617,0.0,36.5345,True,True
1,36.6632,5d fe 04 7a 02 ab 06 25,158.0,158.0,0.0,-0.015625,36.6349,BRAKES_NOT_APPLIED,36.6349,14.0,36.6618,21.28,36.6426,D,36.6618,0.0,36.6343,True,True
1,36.7632,ee af 04 42 02 c3 06 25,148.0,144.0,-4.0,-0.015625,36.755,BRAKES_NOT_APPLIED,36.755,14.0,36.7618,21.36,36.7423,D,36.7618,0.0,36.7343,True,True
1,36.8632,bb 80 04 3a 02 c7 06 25,144.0,142.0,-2.0,-0.015625,36.835,BRAKES_NOT_APPLIED,36.835,14.0,36.8618,21.439999999999998,36.8423,D,36.8618,0.0,36.8344,True,True
1,36.9632,c0 81 04 42 02 c3 06 25,144.0,144.0,0.0,-0.015625,36.955,BRAKES_NOT_APPLIED,36.955,14.0,36.9618,21.520000000000003,36.9423,D,36.9618,0.0,36.9344,True,True
1,37.0629,eb a2 04 52 02 bd 06 25,148.0,148.0,0.0,-0.015625,37.0349,BRAKES_NOT_APPLIED,37.0349,14.0,37.0618,21.6,37.0426,D,37.0618,0.0,37.0343,True,True
1,37.1632,ef a3 04 52 02 c0 06 25,148.0,148.0,0.0,-0.015625,37.155,BRAKES_NOT_APPLIED,37.155,14.4,37.1618,21.68,37.1423,D,37.1618,0.0,37.1344,True,True
1,37.263,12 b4 04 5a 02 ca 06 25,150.0,150.0,0.0,-0.015625,37.2349,BRAKES_NOT_APPLIED,37.2349,14.0,37.2616,21.68,37.2423,D,37.2616,0.0,37.2344,True,True
1,37.363,b3 65 04 32 02 e2 06 25,140.0,140.0,0.0,-0.015625,37.355,BRAKES_NOT_APPLIED,37.355,14.0,37.3616,21.759999999999998,37.3423,D,37.3616,0.0,37.3344,True,True
1,37.4628,b0 66 04 32 02 de 06 25,140.0,140.0,0.0,-0.015625,37.435,BRAKES_NOT_APPLIED,37.435,14.0,37.4616,21.840000000000003,37.4426,D,37.4616,0.0,37.4344,True,True
1,37.5629,c0 67 04 32 02 ed 06 25,140.0,140.0,0.0,-0.015625,37.555,BRAKES_NOT_APPLIED,37.555,14.4,37.5617,21.840000000000003,37.5423,D,37.5617,0.0,37.5349,True,True
1,37.663,86 48 04 22 02 e2 06 25,136.0,136.0,0.0,-0.015625,37.635,BRAKES_NOT_APPLIED,37.635,14.0,37.6616,22.0,37.6426,D,37.6616,0.0,37.6344,True,True
1,37.7628,3d 09 04 02 02 f8 06 25,128.0,128.0,0.0,-0.015625,37.755,BRAKES_NOT_APPLIED,37.755,14.0,37.7616,22.08,37.7422,D,37.7616,0.0,37.7344,True,True
1,37.863,66 2a 04 12 02 f0 06 25,132.0,132.0,0.0,-0.015625,37.835,BRAKES_NOT_APPLIED,37.835,14.4,37.8616,22.08,37.8426,D,37.8616,0.0,37.8346,True,True
1,37.963,2e 0b 04 02 02 e7 06 25,128.0,128.0,0.0,-0.015625,37.955,BRAKES_NOT_APPLIED,37.955,14.0,37.9616,22.160000000000004,37.9422,D,37.9616,0.0,37.9344,True,True
1,38.063,f5 dc 03 ea 01 f7 06 25,122.0,122.0,0.0,-0.015625,38.0352,BRAKES_NOT_APPLIED,38.0352,14.0,38.0616,22.160000000000004,38.0423,D,38.0616,0.0,38.0344,True,True
1,38.163,1b ed 03 f2 01 03 07 25,124.0,124.0,0.0,-0.015625,38.155,BRAKES_NOT_APPLIED,38.155,14.0,38.1616,22.160000000000004,38.1422,D,38.1616,0.0,38.1344,True,True
1,38.2632,45 0e 04 02 02 fb 06 25,128.0,128.0,0.0,-0.015625,38.235,BRAKES_NOT_APPLIED,38.235,14.4,38.2618,22.160000000000004,38.243,D,38.2618,0.0,38.2346,True,True
1,38.3633,21 ff 03 fa 01 f0 06 25,126.0,126.0,0.0,-0.015625,38.3549,BRAKES_NOT_APPLIED,38.3549,14.4,38.3617,22.160000000000004,38.3422,D,38.3617,0.0,38.3344,True,True
1,38.4631,d5 c0 03 e2 01 fb 06 25,120.0,120.0,0.0,-0.015625,38.435,BRAKES_NOT_APPLIED,38.435,14.4,38.4617,22.160000000000004,38.4427,D,38.4617,0.0,38.4344,True,True
1,38.563,d1 c1 03 da 01 fe 06 25,120.0,118.0,-2.0,-0.015625,38.5549,BRAKES_NOT_APPLIED,38.5549,14.4,38.5616,22.240000000000002,38.5423,D,38.5616,0.0,38.5348,True,True
1,38.6633,19 f2 03 fa 01 f5 06 25,126.0,126.0,0.0,-0.015625,38.6353,BRAKES_NOT_APPLIED,38.6353,14.4,38.6617,22.240000000000002,38.6423,D,38.6617,0.0,38.6344,True,True
1,38.7631,66 23 04 1a 02 ef 06 25,132.0,134.0,2.0,-0.015625,38.7549,BRAKES_NOT_APPLIED,38.7549,14.4,38.7617,22.240000000000002,38.7422,D,38.7617,0.0,38.7345,True,True
1,38.8625,76 34 04 1a 02 ee 06 25,134.0,134.0,0.0,-0.015625,38.835,BRAKES_NOT_APPLIED,38.835,14.4,38.8615,22.240000000000002,38.843,D,38.8615,0.0,38.8346,True,True
1,38.9633,46 15 04 0a 02 ed 06 25,130.0,130.0,0.0,-0.015625,38.955,BRAKES_NOT_APPLIED,38.955,14.4,38.9617,22.240000000000002,38.9422,D,38.9617,0.0,38.9345,True,True
1,39.0625,51 16 04 0a 02 f7 06 25,130.0,130.0,0.0,-0.015625,39.0351,BRAKES_NOT_APPLIED,39.0351,14.4,39.0615,22.240000000000002,39.0422,D,39.0615,0.0,39.0345,True,True
1,39.1633,86 37 04 1a 02 fb 06 25,134.0,134.0,0.0,-0.015625,39.155,BRAKES_NOT_APPLIED,39.155,14.4,39.1617,22.32,39.1422,D,39.1617,0.0,39.1345,True,True
1,39.2632,89 38 04 1a 02 fd 06 25,134.0,134.0,0.0,-0.015625,39.2351,BRAKES_NOT_APPLIED,39.2351,14.8,39.2616,22.32,39.2426,D,39.2616,0.0,39.2345,True,True
1,39.3624,c2 59 04 2a 02 04 07 25,138.0,138.0,0.0,-0.015625,39.355,BRAKES_NOT_APPLIED,39.355,14.8,39.3615,22.4,39.3421,D,39.3615,0.0,39.3345,True,True
1,39.4629,28 9a 04 4a 02 09 07 25,146.0,146.0,0.0,-0.015625,39.4349,BRAKES_NOT_APPLIED,39.4349,14.8,39.4615,22.480000000000004,39.4423,D,39.4615,0.0,39.4345,True,True
1,39.5626,75 cb 04 62 02 0d 07 25,152.0,152.0,0.0,-0.015625,39.5549,BRAKES_NOT_APPLIED,39.5549,14.8,39.5614,22.480000000000004,39.5624,D,39.5614,0.0,39.5344,True,True
1,39.6629,62 bc 04 5a 02 11 07 25,150.0,150.0,0.0,-0.015625,39.6349,BRAKES_NOT_APPLIED,39.6349,14.8,39.6615,22.560000000000002,39.6426,D,39.6615,0.0,39.6345,True,True
1,39.7631,24 8d 04 42 02 1a 07 25,144.0,144.0,0.0,-0.015625,39.755,BRAKES_NOT_APPLIED,39.755,14.8,39.7615,22.64,39.7629,D,39.7615,0.0,39.7345,True,True
1,39.8625,5d be 04 5a 02 0a 07 25,150.0,150.0,0.0,-0.015625,39.835,BRAKES_NOT_APPLIED,39.835,14.8,39.8615,22.64,39.8428,D,39.8615,0.0,39.8346,True,True
1,39.9624,59 af 04 52 02 1d 07 25,148.0,148.0,0.0,-0.015625,39.9551,BRAKES_NOT_APPLIED,39.9551,14.8,39.9615,22.64,39.9421,D,39.9615,0.0,39.9345,True,True
