event_id,event_time_s,role,signal,can_id,value,sample_time_s,age_s,max_age_s,unit,status
E04,56.2764,条件/能力,DI_sysRegenPowerMax,0x268,92.0,56.2575,0.018900000000002137,0.15,kW,usable
E04,56.2764,能源响应,PackPower_derived,0x132,3.602144,56.2708,0.00560000000000116,0.03,kW,usable
E05,74.9953,驾驶输入,DI_accelPedalPos,0x118,0.0,74.9941,0.0011999999999972033,0.03,%,usable
E05,74.9953,条件/状态,DI_gear,0x118,D,74.9941,0.0011999999999972033,0.03,enum,usable
E05,74.9953,条件/状态,DI_systemState,0x118,ENABLE,74.9941,0.0011999999999972033,0.03,enum,usable
E05,74.9953,条件/状态,DI_tractionControlMode,0x118,NORMAL,74.9941,0.0011999999999972033,0.03,enum,usable
E05,74.9953,仲裁后请求,DI_torqueCommand,0x108,-22.0,74.9553,0.04000000000000625,0.15,Nm,usable
E05,74.9953,执行反馈,DI_torqueActual,0x108,-12.0,74.9553,0.04000000000000625,0.15,Nm,usable
E05,74.9953,运动反馈,DI_axleSpeed,0x108,162.20000000000002,74.9553,0.04000000000000625,0.15,RPM,usable
E05,74.9953,运动反馈,DI_vehicleSpeed,0x257,20.480000000000004,74.9953,0.0,0.05,km/h,usable
E05,74.9953,能源响应,DI_elecPower,0x266,-0.5,74.9948,0.0005000000000023874,0.03,kW,usable
E05,74.9953,能源响应,BMS_packVoltage,0x132,347.57,74.9913,0.0040000000000048885,0.03,V,usable
E05,74.9953,能源响应,BMS_packCurrent,0x132,0.9,74.9913,0.0040000000000048885,0.03,A,usable
E05,74.9953,条件/SOC,BMS_socUI,0x292,32.7,74.9602,0.03509999999999991,0.15,%,usable
E05,74.9953,条件/能力,DI_sysDrivePowerMax,0x268,246.0,74.9566,0.03870000000000573,0.15,kW,usable
E05,74.9953,条件/能力,DI_sysRegenPowerMax,0x268,91.0,74.9566,0.03870000000000573,0.15,kW,usable
E05,74.9953,能源响应,PackPower_derived,0x132,0.312813,74.9913,0.0040000000000048885,0.03,kW,usable
E06,75.0,驾驶输入,DI_accelPedalPos,0x118,0.0,74.9941,0.005899999999996908,0.03,%,usable
E06,75.0,条件/状态,DI_gear,0x118,D,74.9941,0.005899999999996908,0.03,enum,usable
E06,75.0,条件/状态,DI_systemState,0x118,ENABLE,74.9941,0.005899999999996908,0.03,enum,usable
E06,75.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,74.9941,0.005899999999996908,0.03,enum,usable
E06,75.0,仲裁后请求,DI_torqueCommand,0x108,-22.0,74.9553,0.04470000000000596,0.15,Nm,usable
E06,75.0,执行反馈,DI_torqueActual,0x108,-12.0,74.9553,0.04470000000000596,0.15,Nm,usable
E06,75.0,运动反馈,DI_axleSpeed,0x108,162.20000000000002,74.9553,0.04470000000000596,0.15,RPM,usable
E06,75.0,运动反馈,DI_vehicleSpeed,0x257,20.480000000000004,74.9953,0.004699999999999704,0.05,km/h,usable
E06,75.0,能源响应,DI_elecPower,0x266,-0.5,74.9948,0.005200000000002092,0.03,kW,usable
E06,75.0,能源响应,BMS_packVoltage,0x132,347.57,74.9913,0.008700000000004593,0.03,V,usable
E06,75.0,能源响应,BMS_packCurrent,0x132,0.9,74.9913,0.008700000000004593,0.03,A,usable
E06,75.0,条件/SOC,BMS_socUI,0x292,32.7,74.9602,0.03979999999999961,0.15,%,usable
E06,75.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,74.9566,0.043400000000005434,0.15,kW,usable
E06,75.0,条件/能力,DI_sysRegenPowerMax,0x268,91.0,74.9566,0.043400000000005434,0.15,kW,usable
E06,75.0,能源响应,PackPower_derived,0x132,0.312813,74.9913,0.008700000000004593,0.03,kW,usable
E07,100.0,驾驶输入,DI_accelPedalPos,0x118,0.0,99.9915,0.008499999999997954,0.03,%,usable
E07,100.0,条件/状态,DI_gear,0x118,P,99.9915,0.008499999999997954,0.03,enum,usable
E07,100.0,条件/状态,DI_systemState,0x118,STANDBY,99.9915,0.008499999999997954,0.03,enum,usable
E07,100.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,99.9915,0.008499999999997954,0.03,enum,usable
E07,100.0,仲裁后请求,DI_torqueCommand,0x108,0.0,99.9525,0.04749999999999943,0.15,Nm,usable
E07,100.0,执行反馈,DI_torqueActual,0x108,0.0,99.9525,0.04749999999999943,0.15,Nm,usable
E07,100.0,运动反馈,DI_axleSpeed,0x108,0.0,99.9525,0.04749999999999943,0.15,RPM,usable
E07,100.0,运动反馈,DI_vehicleSpeed,0x257,0.0,99.9926,0.00740000000000407,0.05,km/h,usable
E07,100.0,能源响应,DI_elecPower,0x266,0.0,99.9922,0.007800000000003138,0.03,kW,usable
E07,100.0,能源响应,BMS_packVoltage,0x132,347.18,99.9919,0.008099999999998886,0.03,V,usable
E07,100.0,能源响应,BMS_packCurrent,0x132,1.9000000000000001,99.9919,0.008099999999998886,0.03,A,usable
E07,100.0,条件/SOC,BMS_socUI,0x292,32.7,99.9606,0.039400000000000546,0.15,%,usable
E07,100.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,99.9543,0.04569999999999652,0.15,kW,usable
E07,100.0,条件/能力,DI_sysRegenPowerMax,0x268,92.0,99.9543,0.04569999999999652,0.15,kW,usable
E07,100.0,能源响应,PackPower_derived,0x132,0.6596420000000001,99.9919,0.008099999999998886,0.03,kW,usable
E08,115.0,驾驶输入,DI_accelPedalPos,0x118,0.0,114.9905,0.009500000000002728,0.03,%,usable
E08,115.0,条件/状态,DI_gear,0x118,P,114.9905,0.009500000000002728,0.03,enum,usable
E08,115.0,条件/状态,DI_systemState,0x118,STANDBY,114.9905,0.009500000000002728,0.03,enum,usable
E08,115.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,114.9905,0.009500000000002728,0.03,enum,usable
E08,115.0,仲裁后请求,DI_torqueCommand,0x108,0.0,114.9514,0.048599999999993315,0.15,Nm,usable
E08,115.0,执行反馈,DI_torqueActual,0x108,0.0,114.9514,0.048599999999993315,0.15,Nm,usable
E08,115.0,运动反馈,DI_axleSpeed,0x108,0.0,114.9514,0.048599999999993315,0.15,RPM,usable
E08,115.0,运动反馈,DI_vehicleSpeed,0x257,0.0,114.991,0.009000000000000341,0.05,km/h,usable
E08,115.0,能源响应,DI_elecPower,0x266,0.0,114.9908,0.00920000000000698,0.03,kW,usable
E08,115.0,能源响应,BMS_packVoltage,0x132,347.42,114.9922,0.007800000000003138,0.03,V,usable
E08,115.0,能源响应,BMS_packCurrent,0x132,1.2000000000000002,114.9922,0.007800000000003138,0.03,A,usable
E08,115.0,条件/SOC,BMS_socUI,0x292,32.7,114.9622,0.037800000000004275,0.15,%,usable
E08,115.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,114.9531,0.046899999999993724,0.15,kW,usable
E08,115.0,条件/能力,DI_sysRegenPowerMax,0x268,92.0,114.9531,0.046899999999993724,0.15,kW,usable
E08,115.0,能源响应,PackPower_derived,0x132,0.41690400000000005,114.9922,0.007800000000003138,0.03,kW,usable
E09,125.0,驾驶输入,DI_accelPedalPos,0x118,10.4,124.9906,0.009399999999999409,0.03,%,usable
E09,125.0,条件/状态,DI_gear,0x118,D,124.9906,0.009399999999999409,0.03,enum,usable
E09,125.0,条件/状态,DI_systemState,0x118,ENABLE,124.9906,0.009399999999999409,0.03,enum,usable
E09,125.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,124.9906,0.009399999999999409,0.03,enum,usable
E09,125.0,仲裁后请求,DI_torqueCommand,0x108,790.0,124.9517,0.04829999999999757,0.15,Nm,usable
E09,125.0,执行反馈,DI_torqueActual,0x108,816.0,124.9517,0.04829999999999757,0.15,Nm,usable
E09,125.0,运动反馈,DI_axleSpeed,0x108,36.300000000000004,124.9517,0.04829999999999757,0.15,RPM,usable
E09,125.0,运动反馈,DI_vehicleSpeed,0x257,4.32,124.9915,0.008499999999997954,0.05,km/h,usable
E09,125.0,能源响应,DI_elecPower,0x266,4.0,124.9908,0.00920000000000698,0.03,kW,usable
E09,125.0,能源响应,BMS_packVoltage,0x132,346.34000000000003,124.9924,0.0075999999999964984,0.03,V,usable
E09,125.0,能源响应,BMS_packCurrent,0x132,13.700000000000001,124.9924,0.0075999999999964984,0.03,A,usable
E09,125.0,条件/SOC,BMS_socUI,0x292,32.7,124.9627,0.03730000000000189,0.15,%,usable
E09,125.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,124.9531,0.046899999999993724,0.15,kW,usable
E09,125.0,条件/能力,DI_sysRegenPowerMax,0x268,92.0,124.9531,0.046899999999993724,0.15,kW,usable
E09,125.0,能源响应,PackPower_derived,0x132,4.744858000000001,124.9924,0.0075999999999964984,0.03,kW,usable
E10,145.0,驾驶输入,DI_accelPedalPos,0x118,12.0,144.9891,0.01089999999999236,0.03,%,usable
E10,145.0,条件/状态,DI_gear,0x118,D,144.9891,0.01089999999999236,0.03,enum,usable
E10,145.0,条件/状态,DI_systemState,0x118,ENABLE,144.9891,0.01089999999999236,0.03,enum,usable
E10,145.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,144.9891,0.01089999999999236,0.03,enum,usable
E10,145.0,仲裁后请求,DI_torqueCommand,0x108,-178.0,144.95,0.05000000000001137,0.15,Nm,usable
E10,145.0,执行反馈,DI_torqueActual,0x108,-178.0,144.95,0.05000000000001137,0.15,Nm,usable
E10,145.0,运动反馈,DI_axleSpeed,0x108,306.7,144.95,0.05000000000001137,0.15,RPM,usable
E10,145.0,运动反馈,DI_vehicleSpeed,0x257,38.56,144.9897,0.010300000000000864,0.05,km/h,usable
E10,145.0,能源响应,DI_elecPower,0x266,-5.5,144.9893,0.010700000000014143,0.03,kW,usable
E10,145.0,能源响应,BMS_packVoltage,0x132,347.64,144.993,0.007000000000005002,0.03,V,usable
E10,145.0,能源响应,BMS_packCurrent,0x132,-14.700000000000001,144.993,0.007000000000005002,0.03,A,usable
E10,145.0,条件/SOC,BMS_socUI,0x292,32.5,144.9622,0.037800000000004275,0.15,%,usable
E10,145.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,144.9513,0.048699999999996635,0.15,kW,usable
E10,145.0,条件/能力,DI_sysRegenPowerMax,0x268,91.0,144.9513,0.048699999999996635,0.15,kW,usable
E10,145.0,能源响应,PackPower_derived,0x132,-5.110308,144.993,0.007000000000005002,0.03,kW,usable
E11,158.1487,驾驶输入,DI_accelPedalPos,0x118,22.8,158.1482,0.0004999999999881766,0.03,%,usable
E11,158.1487,条件/状态,DI_gear,0x118,D,158.1482,0.0004999999999881766,0.03,enum,usable
E11,158.1487,条件/状态,DI_systemState,0x118,ENABLE,158.1482,0.0004999999999881766,0.03,enum,usable
E11,158.1487,条件/状态,DI_tractionControlMode,0x118,NORMAL,158.1482,0.0004999999999881766,0.03,enum,usable
E11,158.1487,仲裁后请求,DI_torqueCommand,0x108,328.0,158.0493,0.09940000000000282,0.15,Nm,usable
E11,158.1487,执行反馈,DI_torqueActual,0x108,328.0,158.0493,0.09940000000000282,0.15,Nm,usable
E11,158.1487,运动反馈,DI_axleSpeed,0x108,303.90000000000003,158.0493,0.09940000000000282,0.15,RPM,usable
E11,158.1487,运动反馈,DI_vehicleSpeed,0x257,38.0,158.1487,0.0,0.05,km/h,usable
E11,158.1487,能源响应,DI_elecPower,0x266,10.5,158.1484,0.00029999999998153726,0.03,kW,usable
E11,158.1487,能源响应,BMS_packVoltage,0x132,344.63,158.1431,0.005599999999986949,0.03,V,usable
E11,158.1487,能源响应,BMS_packCurrent,0x132,33.1,158.1431,0.005599999999986949,0.03,A,usable
E11,158.1487,条件/SOC,BMS_socUI,0x292,32.5,158.0628,0.08589999999998099,0.15,%,usable
E11,158.1487,条件/能力,DI_sysDrivePowerMax,0x268,246.0,158.0506,0.09809999999998809,0.15,kW,usable
E11,158.1487,条件/能力,DI_sysRegenPowerMax,0x268,91.0,158.0506,0.09809999999998809,0.15,kW,usable
E11,158.1487,能源响应,PackPower_derived,0x132,11.407253,158.1431,0.005599999999986949,0.03,kW,usable
E12,161.4694,驾驶输入,DI_accelPedalPos,0x118,20.8,161.4684,0.0010000000000047748,0.03,%,usable
E12,161.4694,条件/状态,DI_gear,0x118,D,161.4684,0.0010000000000047748,0.03,enum,usable
E12,161.4694,条件/状态,DI_systemState,0x118,ENABLE,161.4684,0.0010000000000047748,0.03,enum,usable
E12,161.4694,条件/状态,DI_tractionControlMode,0x118,NORMAL,161.4684,0.0010000000000047748,0.03,enum,usable
E12,161.4694,仲裁后请求,DI_torqueCommand,0x108,220.0,161.4494,0.020000000000010232,0.15,Nm,usable
E12,161.4694,执行反馈,DI_torqueActual,0x108,208.0,161.4494,0.020000000000010232,0.15,Nm,usable
E12,161.4694,运动反馈,DI_axleSpeed,0x108,336.90000000000003,161.4494,0.020000000000010232,0.15,RPM,usable
E12,161.4694,运动反馈,DI_vehicleSpeed,0x257,42.0,161.4694,0.0,0.05,km/h,usable
E12,161.4694,能源响应,DI_elecPower,0x266,8.0,161.4689,0.0005000000000165983,0.03,kW,usable
E12,161.4694,能源响应,BMS_packVoltage,0x132,344.78000000000003,161.4634,0.006000000000000227,0.03,V,usable
E12,161.4694,能源响应,BMS_packCurrent,0x132,25.200000000000003,161.4634,0.006000000000000227,0.03,A,usable
E12,161.4694,条件/SOC,BMS_socUI,0x292,32.5,161.4636,0.005799999999993588,0.15,%,usable
E12,161.4694,条件/能力,DI_sysDrivePowerMax,0x268,246.0,161.4509,0.01850000000001728,0.15,kW,usable
E12,161.4694,条件/能力,DI_sysRegenPowerMax,0x268,91.0,161.4509,0.01850000000001728,0.15,kW,usable
E12,161.4694,能源响应,PackPower_derived,0x132,8.688456000000002,161.4634,0.006000000000000227,0.03,kW,usable
E13,175.0,驾驶输入,DI_accelPedalPos,0x118,0.0,174.9991,0.0009000000000014552,0.03,%,usable
E13,175.0,条件/状态,DI_gear,0x118,D,174.9991,0.0009000000000014552,0.03,enum,usable
E13,175.0,条件/状态,DI_systemState,0x118,ENABLE,174.9991,0.0009000000000014552,0.03,enum,usable
E13,175.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,174.9991,0.0009000000000014552,0.03,enum,usable
E13,175.0,仲裁后请求,DI_torqueCommand,0x108,-596.0,174.9495,0.050499999999999545,0.15,Nm,usable
E13,175.0,执行反馈,DI_torqueActual,0x108,-606.0,174.9495,0.050499999999999545,0.15,Nm,usable
E13,175.0,运动反馈,DI_axleSpeed,0x108,231.70000000000002,174.9495,0.050499999999999545,0.15,RPM,usable
E13,175.0,运动反馈,DI_vehicleSpeed,0x257,29.120000000000005,174.9887,0.011300000000005639,0.05,km/h,usable
E13,175.0,能源响应,DI_elecPower,0x266,-14.0,174.9995,0.0004999999999881766,0.03,kW,usable
E13,175.0,能源响应,BMS_packVoltage,0x132,349.97,174.9936,0.006400000000013506,0.03,V,usable
E13,175.0,能源响应,BMS_packCurrent,0x132,-38.1,174.9936,0.006400000000013506,0.03,A,usable
E13,175.0,条件/SOC,BMS_socUI,0x292,32.5,174.9633,0.03669999999999618,0.15,%,usable
E13,175.0,条件/能力,DI_sysDrivePowerMax,0x268,246.0,174.9505,0.04949999999999477,0.15,kW,usable
E13,175.0,条件/能力,DI_sysRegenPowerMax,0x268,91.0,174.9505,0.04949999999999477,0.15,kW,usable
E13,175.0,能源响应,PackPower_derived,0x132,-13.333857000000002,174.9936,0.006400000000013506,0.03,kW,usable
E14,205.0,驾驶输入,DI_accelPedalPos,0x118,0.0,204.9956,0.004400000000003956,0.03,%,usable
E14,205.0,条件/状态,DI_gear,0x118,P,204.9956,0.004400000000003956,0.03,enum,usable
E14,205.0,条件/状态,DI_systemState,0x118,STANDBY,204.9956,0.004400000000003956,0.03,enum,usable
E14,205.0,条件/状态,DI_tractionControlMode,0x118,NORMAL,204.9956,0.004400000000003956,0.03,enum,usable
E14,205.0,仲裁后请求,DI_torqueCommand,0x108,0.0,204.9458,0.054200000000008686,0.15,Nm,usable
E14,205.0,执行反馈,DI_torqueActual,0x108,0.0,204.9458,0.054200000000008686,0.15,Nm,usable
E14,205.0,运动反馈,DI_axleSpeed,0x108,0.0,204.9458,0.054200000000008686,0.15,RPM,usable
E14,205.0,运动反馈,DI_vehicleSpeed,0x257,0.0,204.9862,0.013800000000003365,0.05,km/h,usable
E14,205.0,能源响应,DI_elecPower,0x266,0.0,204.9961,0.003899999999987358,0.03,kW,usable
E14,205.0,能源响应,BMS_packVoltage,0x132,347.25,204.9942,0.005799999999993588,0.03,V,usable
E14,205.0,能源响应,BMS_packCurrent,0x132,1.2000000000000002,204.9942,0.005799999999993588,0.03,A,usable
E14,205.0,条件/SOC,BMS_socUI,0x292,32.5,204.9645,0.03550000000001319,0.15,%,usable
E14,205.0,条件/能力,DI_sysDrivePowerMax,0x268,247.0,204.9473,0.05269999999998731,0.15,kW,usable
E14,205.0,条件/能力,DI_sysRegenPowerMax,0x268,92.0,204.9473,0.05269999999998731,0.15,kW,usable
E14,205.0,能源响应,PackPower_derived,0x132,0.41670000000000007,204.9942,0.005799999999993588,0.03,kW,usable
E15,220.9016,驾驶输入,DI_accelPedalPos,0x118,0.0,220.8947,0.0069000000000016826,0.03,%,usable
E15,220.9016,条件/状态,DI_gear,0x118,P,220.8947,0.0069000000000016826,0.03,enum,usable
E15,220.9016,条件/状态,DI_systemState,0x118,STANDBY,220.8947,0.0069000000000016826,0.03,enum,usable
E15,220.9016,条件/状态,DI_tractionControlMode,0x118,NORMAL,220.8947,0.0069000000000016826,0.03,enum,usable
E15,220.9016,仲裁后请求,DI_torqueCommand,0x108,0.0,220.8453,0.05629999999999313,0.15,Nm,usable
E15,220.9016,执行反馈,DI_torqueActual,0x108,0.0,220.8453,0.05629999999999313,0.15,Nm,usable
E15,220.9016,运动反馈,DI_axleSpeed,0x108,0.0,220.8453,0.05629999999999313,0.15,RPM,usable
E15,220.9016,运动反馈,DI_vehicleSpeed,0x257,0.0,220.8842,0.017400000000009186,0.05,km/h,usable
E15,220.9016,能源响应,DI_elecPower,0x266,0.0,220.8954,0.006200000000006867,0.03,kW,usable
E15,220.9016,能源响应,BMS_packVoltage,0x132,347.03000000000003,220.8949,0.006699999999995043,0.03,V,usable
E15,220.9016,能源响应,BMS_packCurrent,0x132,1.2000000000000002,220.8949,0.006699999999995043,0.03,A,usable
E15,220.9016,条件/SOC,BMS_socUI,0x292,32.5,220.8539,0.04769999999999186,0.15,%,usable
E15,220.9016,条件/能力,DI_sysDrivePowerMax,0x268,247.0,220.8473,0.054300000000012005,0.15,kW,usable
E15,220.9016,条件/能力,DI_sysRegenPowerMax,0x268,92.0,220.8473,0.054300000000012005,0.15,kW,usable
E15,220.9016,能源响应,PackPower_derived,0x132,0.4164360000000001,220.8949,0.006699999999995043,0.03,kW,usable
